category,city,stars
Modern European,Edinburgh,3.986111111111111
Modern European,Montréal,3.9523809523809526
Modern European,Stuttgart,3.8636363636363638
Modern European,Toronto,3.795918367346939
Modern European,Medina,3.5
Modern European,Markham,3.5
Modern European,Willoughby,3.5
Modern European,Cornelius,3.5
Modern European,Eastlake,3.5
Modern European,N Las Vegas,3.5
Modern European,Cleveland,3.5
Modern European,Laval,3.5
Modern European,Unionville,3.5
Modern European,North York,3.3333333333333335
Modern European,Vaughan,3.25
Modern European,Vaudreuil-Dorion,3.0
Modern European,Wexford,3.0
Modern European,Thornhill,2.5
Modern European,Euclid,2.0
Modern European,Montreal,2.0
Mongolian,Pittsburgh,4.25
Mongolian,Sindelfingen,4.0
Mongolian,Brampton,4.0
Mongolian,Gilbert,4.0
Mongolian,Edinburgh,4.0
Mongolian,Las Vegas,4.0
Mongolian,Avondale,4.0
Mongolian,Tempe,3.8333333333333335
Mongolian,Montréal,3.75
Mongolian,Phoenix,3.625
Mongolian,Henderson,3.5
Mongolian,Cleveland Heights,3.5
Mongolian,North York,3.5
Mongolian,Glendale,3.5
Mongolian,Matthews,3.5
Mongolian,Chandler,3.5
Mongolian,Brossard,3.5
Mongolian,Markham,3.5
Mongolian,Toronto,3.5
Mongolian,Champaign,3.5
Mongolian,Scottsdale,3.5
Mongolian,Madison,3.1666666666666665
Mongolian,Charlotte,3.0
Mongolian,Mississauga,3.0
Montessori Schools,Peoria,5.0
Montessori Schools,Henderson,5.0
Montessori Schools,Tempe,5.0
Montessori Schools,Savoy,5.0
Montessori Schools,Madison,5.0
Montessori Schools,Chandler,5.0
Montessori Schools,Charlotte,5.0
Montessori Schools,Surprise,5.0
Montessori Schools,Las Vegas,4.833333333333333
Montessori Schools,Gilbert,4.75
Montessori Schools,Cave Creek,4.666666666666667
Montessori Schools,Phoenix,4.5
Montessori Schools,Paradise Valley,4.0
Montessori Schools,Mesa,2.5
Montessori Schools,Westlake,2.5
Moroccan,Tempe,4.25
Moroccan,Phoenix,4.25
Moroccan,Las Vegas,4.166666666666667
Moroccan,Cleveland Heights,4.0
Moroccan,Lachine,4.0
Moroccan,Pittsburgh,3.8333333333333335
Moroccan,Toronto,3.772727272727273
Moroccan,Charlotte,3.75
Moroccan,Montréal,3.642857142857143
Moroccan,Madison,3.6
Moroccan,Concord,3.5
Moroccan,Oakville,3.5
Moroccan,Cleveland,3.5
Moroccan,Edinburgh,3.1666666666666665
Moroccan,Saint-Sauveur,3.0
Moroccan,Boulder City,3.0
Moroccan,Henderson,3.0
Mortgage Brokers,Independence,5.0
Mortgage Brokers,Litchfield Park,5.0
Mortgage Brokers,Middleton,4.25
Mortgage Brokers,Peoria,4.25
Mortgage Brokers,Gilbert,4.133333333333334
Mortgage Brokers,Stow,4.0
Mortgage Brokers,Scottsdale,3.9107142857142856
Mortgage Brokers,Chandler,3.7777777777777777
Mortgage Brokers,Lakewood,3.75
Mortgage Brokers,Pittsburgh,3.75
Mortgage Brokers,Cleveland,3.75
Mortgage Brokers,Monona,3.75
Mortgage Brokers,Toronto,3.6
Mortgage Brokers,Tempe,3.59375
Mortgage Brokers,Huntersville,3.5
Mortgage Brokers,Mc Farland,3.5
Mortgage Brokers,Madison,3.5
Mortgage Brokers,Henderson,3.4318181818181817
Mortgage Brokers,Phoenix,3.2767857142857144
Mortgage Brokers,Las Vegas,3.263157894736842
Mortgage Brokers,Champaign,3.0
Mortgage Brokers,Bridgeville,3.0
Mortgage Brokers,Charlotte,2.8
Mortgage Brokers,Glendale,2.75
Mortgage Brokers,Mesa,2.6666666666666665
Mortgage Brokers,Parma,2.5
Mortgage Brokers,North Las Vegas,2.5
Mortgage Brokers,Boulder City,2.0
Mortgage Brokers,Avondale,2.0
Mortgage Brokers,Surprise,1.8333333333333333
Mortgage Brokers,Belmont,1.5
Mortgage Brokers,Anthem,1.0
Mortgage Lenders,Las Vegas,5.0
Mortgage Lenders,Gilbert,5.0
Mortgage Lenders,Tempe,5.0
Mortgage Lenders,Scottsdale,5.0
Mortgage Lenders,Phoenix,4.5
Mortgage Lenders,Charlotte,1.0
Mortuary Services,Tempe,5.0
Mortuary Services,Scottsdale,4.833333333333333
Mortuary Services,Mesa,4.5
Mortuary Services,Las Vegas,4.0
Mortuary Services,Phoenix,3.75
Mortuary Services,North Las Vegas,3.5
Mortuary Services,Glendale,3.0
Mosques,Scottsdale,3.5
Mosques,Las Vegas,3.0
Mosques,Toronto,3.0
Motorcycle Dealers,West Mifflin,5.0
Motorcycle Dealers,Montréal,5.0
Motorcycle Dealers,Champaign,5.0
Motorcycle Dealers,Huntersville,5.0
Motorcycle Dealers,Mississauga,5.0
Motorcycle Dealers,Gilbert,4.666666666666667
Motorcycle Dealers,Filderstadt,4.5
Motorcycle Dealers,Cave Creek,4.5
Motorcycle Dealers,Allison Park,4.5
Motorcycle Dealers,Stuttgart,4.333333333333333
Motorcycle Dealers,Peoria,4.25
Motorcycle Dealers,Scottsdale,4.214285714285714
Motorcycle Dealers,Mesa,4.115384615384615
Motorcycle Dealers,Glenshaw,4.0
Motorcycle Dealers,Bedford,4.0
Motorcycle Dealers,Las Vegas East,4.0
Motorcycle Dealers,Surprise,4.0
Motorcycle Dealers,Pineville,4.0
Motorcycle Dealers,Brampton,4.0
Motorcycle Dealers,Phoenix,3.925925925925926
Motorcycle Dealers,Henderson,3.9166666666666665
Motorcycle Dealers,Cleveland,3.8
Motorcycle Dealers,Madison,3.75
Motorcycle Dealers,Toronto,3.730769230769231
Motorcycle Dealers,Las Vegas,3.69
Motorcycle Dealers,Tempe,3.5555555555555554
Motorcycle Dealers,Medina,3.5
Motorcycle Dealers,Aurora,3.5
Motorcycle Dealers,Avondale,3.5
Motorcycle Dealers,Urbana,3.5
Motorcycle Dealers,Verona,3.5
Motorcycle Dealers,North Las Vegas,3.5
Motorcycle Dealers,Pittsburgh,3.5
Motorcycle Dealers,Vaughan,3.5
Motorcycle Dealers,Matthews,3.5
Motorcycle Dealers,Glendale,3.5
Motorcycle Dealers,Avon,3.5
Motorcycle Dealers,Goodyear,3.25
Motorcycle Dealers,Mentor,3.25
Motorcycle Dealers,Chandler,3.2222222222222223
Motorcycle Dealers,Etobicoke,3.0
Motorcycle Dealers,Charlotte,3.0
Motorcycle Dealers,Peninsula,3.0
Motorcycle Dealers,Cuyahoga Falls,3.0
Motorcycle Dealers,Concord,2.8333333333333335
Motorcycle Dealers,Mont-Royal,2.5
Motorcycle Dealers,North Versailles,2.5
Motorcycle Dealers,Pittsburch,2.5
Motorcycle Dealers,N Ridgeville,2.5
Motorcycle Dealers,Mantua,2.5
Motorcycle Dealers,Wexford,2.5
Motorcycle Dealers,Richmond Hill,2.0
Motorcycle Dealers,Cornelius,2.0
Motorcycle Dealers,DeForest,2.0
Motorcycle Dealers,Murrysville,2.0
Motorcycle Gear,Carnegie,5.0
Motorcycle Gear,Champaign,5.0
Motorcycle Gear,Peoria,5.0
Motorcycle Gear,Toronto,5.0
Motorcycle Gear,Cleveland,5.0
Motorcycle Gear,Bedford,5.0
Motorcycle Gear,Surprise,4.5
Motorcycle Gear,Allison Park,4.5
Motorcycle Gear,Filderstadt,4.5
Motorcycle Gear,Las Vegas,4.235294117647059
Motorcycle Gear,Phoenix,4.083333333333333
Motorcycle Gear,Las Vegas East,4.0
Motorcycle Gear,Mesa,3.75
Motorcycle Gear,Scottsdale,3.5
Motorcycle Gear,Madison,3.5
Motorcycle Gear,North Las Vegas,3.5
Motorcycle Gear,Matthews,3.5
Motorcycle Gear,Chandler,3.0
Motorcycle Rental,Henderson,5.0
Motorcycle Rental,Carnegie,5.0
Motorcycle Rental,Scottsdale,4.75
Motorcycle Rental,Las Vegas,4.117647058823529
Motorcycle Rental,Gilbert,3.5
Motorcycle Rental,Phoenix,3.5
