category,city,stars
Convenience Stores,Mississauga,4.333333333333333
Convenience Stores,Waunakee,4.333333333333333
Convenience Stores,Westlake,4.25
Convenience Stores,Montréal,4.15625
Convenience Stores,Kannapolis,4.0
Convenience Stores,Montreal,4.0
Convenience Stores,Pleasant Hills,4.0
Convenience Stores,Shaker Heights,4.0
Convenience Stores,Wesley Chapel,4.0
Convenience Stores,Twinsburg,4.0
Convenience Stores,Bethel Park,4.0
Convenience Stores,Oakmont,4.0
Convenience Stores,Windsor,4.0
Convenience Stores,Sheffield Lake,4.0
Convenience Stores,Cleveland Heights,4.0
Convenience Stores,McKeesport,4.0
Convenience Stores,Pickering,4.0
Convenience Stores,Sewickley,4.0
Convenience Stores,Indian Trail,4.0
Convenience Stores,Cave Creek,4.0
Convenience Stores,Cross Plains,4.0
Convenience Stores,Saint-Laurent,4.0
Convenience Stores,Stuttgart,4.0
Convenience Stores,Huntersville,3.8333333333333335
Convenience Stores,Strongsville,3.8333333333333335
Convenience Stores,Kent,3.8333333333333335
Convenience Stores,Parma,3.8
Convenience Stores,Scarborough,3.75
Convenience Stores,Cuyahoga Falls,3.75
Convenience Stores,Lakewood,3.75
Convenience Stores,Mentor,3.75
Convenience Stores,Cleveland,3.735294117647059
Convenience Stores,Verona,3.7
Convenience Stores,Markham,3.6666666666666665
Convenience Stores,Monroeville,3.625
Convenience Stores,Middleton,3.6
Convenience Stores,Gilbert,3.576923076923077
Convenience Stores,Surprise,3.5625
Convenience Stores,Peoria,3.533333333333333
Convenience Stores,Tempe,3.5135135135135136
Convenience Stores,Cheswick,3.5
Convenience Stores,Waxhaw,3.5
Convenience Stores,Avon,3.5
Convenience Stores,Verdun,3.5
Convenience Stores,Coraopolis,3.5
Convenience Stores,Vaughan,3.5
Convenience Stores,Mint Hill,3.5
Convenience Stores,Independence,3.5
Convenience Stores,Middleburg Heights,3.5
Convenience Stores,Cornelius,3.5
Convenience Stores,Pepper Pike,3.5
Convenience Stores,Allison Park,3.5
Convenience Stores,Broadview Heights,3.5
Convenience Stores,New Kensington,3.5
Convenience Stores,Avondale,3.5
Convenience Stores,Nottingham,3.5
Convenience Stores,Penicuik,3.5
Convenience Stores,North Versailles,3.5
Convenience Stores,Monona,3.5
Convenience Stores,Palmerston,3.5
Convenience Stores,Streetsboro,3.5
Convenience Stores,Mount Horeb,3.5
Convenience Stores,Chandler,3.44
Convenience Stores,Edinburgh,3.392857142857143
Convenience Stores,Fort Mill,3.392857142857143
Convenience Stores,Mesa,3.391304347826087
Convenience Stores,Gibsonia,3.3333333333333335
Convenience Stores,Scottsdale,3.3333333333333335
Convenience Stores,Sun Prairie,3.3333333333333335
Convenience Stores,North Ridgeville,3.3333333333333335
Convenience Stores,Toronto,3.327272727272727
Convenience Stores,Phoenix,3.3120567375886525
Convenience Stores,Charlotte,3.253968253968254
Convenience Stores,El Mirage,3.25
Convenience Stores,Wexford,3.25
Convenience Stores,Lorain,3.25
Convenience Stores,Pineville,3.25
Convenience Stores,North York,3.25
Convenience Stores,Champaign,3.2142857142857144
Convenience Stores,Pittsburgh,3.206896551724138
Convenience Stores,Las Vegas,3.167381974248927
Convenience Stores,Tolleson,3.1666666666666665
Convenience Stores,Concord,3.1666666666666665
Convenience Stores,Henderson,3.107843137254902
Convenience Stores,Glendale,3.02
Convenience Stores,Oregon,3.0
Convenience Stores,Litchfield Park,3.0
Convenience Stores,Willoughby,3.0
Convenience Stores,East Mc Keesport,3.0
Convenience Stores,Fountain Hills,3.0
Convenience Stores,Rocky River,3.0
Convenience Stores,Laveen,3.0
Convenience Stores,Champlain,3.0
Convenience Stores,Painesville,3.0
Convenience Stores,Avon Lake,3.0
Convenience Stores,Harrisburg,3.0
Convenience Stores,Warrensville,3.0
Convenience Stores,Gastonia,3.0
Convenience Stores,Canonsburg,3.0
Convenience Stores,Homestead,3.0
Convenience Stores,Waddell,3.0
Convenience Stores,Plum,3.0
Convenience Stores,Northfield,3.0
Convenience Stores,Madison,2.9523809523809526
Convenience Stores,Goodyear,2.875
Convenience Stores,Boulder City,2.8333333333333335
Convenience Stores,North Las Vegas,2.8275862068965516
Convenience Stores,Carnegie,2.75
Convenience Stores,Oakville,2.75
Convenience Stores,Cottage Grove,2.75
Convenience Stores,Irwin,2.75
Convenience Stores,South Euclid,2.75
Convenience Stores,Etobicoke,2.6666666666666665
Convenience Stores,York,2.5
Convenience Stores,West Mifflin,2.5
Convenience Stores,Davidson,2.5
Convenience Stores,Anthem,2.5
Convenience Stores,Mount Holly,2.5
Convenience Stores,Inverness,2.5
Convenience Stores,Sun City,2.5
Convenience Stores,Euclid,2.5
Convenience Stores,Urbana,2.1666666666666665
Convenience Stores,Berea,2.0
Convenience Stores,Brunswick,2.0
Convenience Stores,Belmont,2.0
Convenience Stores,Savoy,1.5
Convenience Stores,Imperial,1.0
Cooking Classes,Vaughan,5.0
Cooking Classes,Gilbert,5.0
Cooking Classes,Montréal,4.75
Cooking Classes,Mesa,4.666666666666667
Cooking Classes,Huntersville,4.5
Cooking Classes,Glendale,4.5
Cooking Classes,Davidson,4.5
Cooking Classes,Phoenix,4.5
Cooking Classes,Las Vegas,4.375
Cooking Classes,Toronto,4.25
Cooking Classes,Scottsdale,4.0
Cooking Classes,Charlotte,3.875
Cooking Classes,Surprise,3.5
Cooking Classes,Madison,3.5
Cooking Classes,Woodmere,2.5
Cooking Schools,Matthews,5.0
Cooking Schools,Brunswick,5.0
Cooking Schools,Chesterland,5.0
Cooking Schools,Goodyear,5.0
Cooking Schools,Parma,5.0
Cooking Schools,Peoria,5.0
Cooking Schools,Stuttgart,5.0
Cooking Schools,Montréal,4.666666666666667
Cooking Schools,Cleveland,4.5
Cooking Schools,Glendale,4.5
Cooking Schools,Montreal,4.5
Cooking Schools,Lakewood,4.25
Cooking Schools,Madison,4.25
Cooking Schools,Toronto,4.1
Cooking Schools,Phoenix,4.071428571428571
Cooking Schools,Cave Creek,4.0
Cooking Schools,North Olmsted,4.0
Cooking Schools,Wickliffe,4.0
Cooking Schools,Mesa,4.0
Cooking Schools,Scottsdale,3.923076923076923
Cooking Schools,Gilbert,3.75
Cooking Schools,Pittsburgh,3.75
Cooking Schools,Henderson,3.75
Cooking Schools,Charlotte,3.375
Cooking Schools,Etobicoke,3.0
Cooking Schools,Las Vegas,2.25
Cooking Schools,Chandler,1.5
Cosmetic Dentists,Cleveland Heights,5.0
Cosmetic Dentists,Markham,5.0
Cosmetic Dentists,Stow,5.0
Cosmetic Dentists,Euclid,5.0
Cosmetic Dentists,Lyndhurst,5.0
Cosmetic Dentists,Urbana,5.0
Cosmetic Dentists,Thornhill,5.0
Cosmetic Dentists,Coraopolis,5.0
Cosmetic Dentists,Carefree,5.0
Cosmetic Dentists,Belmont,5.0
Cosmetic Dentists,Bridgeville,5.0
Cosmetic Dentists,Brecksville,5.0
Cosmetic Dentists,TORONTO,5.0
Cosmetic Dentists,Filderstadt,5.0
Cosmetic Dentists,Boulder City,5.0
Cosmetic Dentists,Mayfield Heights,4.75
Cosmetic Dentists,Sun Prairie,4.75
Cosmetic Dentists,San Tan Valley,4.75
Cosmetic Dentists,Middleton,4.75
Cosmetic Dentists,Matthews,4.6
Cosmetic Dentists,Cave Creek,4.5
Cosmetic Dentists,Gibsonia,4.5
Cosmetic Dentists,Huntersville,4.5
Cosmetic Dentists,Rocky River,4.5
Cosmetic Dentists,Stoughton,4.5
Cosmetic Dentists,Champaign,4.5
Cosmetic Dentists,Richmond Hill,4.5
Cosmetic Dentists,Mississauga,4.5
Cosmetic Dentists,Cleveland,4.444444444444445
Cosmetic Dentists,Beachwood,4.375
Cosmetic Dentists,Westlake,4.375
Cosmetic Dentists,Gilbert,4.357142857142857
Cosmetic Dentists,Chandler,4.296875
Cosmetic Dentists,Scottsdale,4.296747967479675
Cosmetic Dentists,Gastonia,4.25
Cosmetic Dentists,Litchfield Park,4.25
Cosmetic Dentists,Glendale,4.2439024390243905
Cosmetic Dentists,Madison,4.2272727272727275
Cosmetic Dentists,Las Vegas,4.209821428571429
Cosmetic Dentists,Pittsburgh,4.204545454545454
Cosmetic Dentists,Toronto,4.202127659574468
Cosmetic Dentists,North Las Vegas,4.2
Cosmetic Dentists,Mesa,4.1875
Cosmetic Dentists,Charlotte,4.173913043478261
Cosmetic Dentists,Sun City West,4.125
Cosmetic Dentists,Broadview Heights,4.125
Cosmetic Dentists,Lakewood,4.125
Cosmetic Dentists,Tempe,4.115384615384615
Cosmetic Dentists,Fort Mill,4.1
Cosmetic Dentists,Henderson,4.078947368421052
Cosmetic Dentists,Phoenix,4.070552147239264
Cosmetic Dentists,Goodyear,4.0625
Cosmetic Dentists,Montréal,4.0
Cosmetic Dentists,North York,4.0
Cosmetic Dentists,Monona,4.0
Cosmetic Dentists,Verona,4.0
Cosmetic Dentists,Sun City,4.0
Cosmetic Dentists,Tolleson,4.0
Cosmetic Dentists,Monroeville,4.0
Cosmetic Dentists,Wexford,4.0
Cosmetic Dentists,Streetsboro,4.0
Cosmetic Dentists,Davidson,4.0
Cosmetic Dentists,Ahwatukee,4.0
Cosmetic Dentists,Brampton,4.0
Cosmetic Dentists,Avon Lake,4.0
Cosmetic Dentists,Peoria,3.9642857142857144
Cosmetic Dentists,Surprise,3.8333333333333335
Cosmetic Dentists,Cornelius,3.75
Cosmetic Dentists,Edinburgh,3.6666666666666665
Cosmetic Dentists,Fitchburg,3.6666666666666665
Cosmetic Dentists,Laveen,3.6666666666666665
