category,city,stars
Appliances & Repair,Medina,4.75
Appliances & Repair,Litchfield Park,4.75
Appliances & Repair,Etobicoke,4.5
Appliances & Repair,Paradise Valley,4.5
Appliances & Repair,Urbana,4.25
Appliances & Repair,Goodyear,4.125
Appliances & Repair,Madison,4.0625
Appliances & Repair,Peoria,4.05
Appliances & Repair,Middleton,4.0
Appliances & Repair,Boulder City,4.0
Appliances & Repair,Clairton,4.0
Appliances & Repair,Hemmingen,4.0
Appliances & Repair,Westlake,4.0
Appliances & Repair,McFarland,4.0
Appliances & Repair,Avondale,4.0
Appliances & Repair,Berea,4.0
Appliances & Repair,Phoenix,3.9342105263157894
Appliances & Repair,Cleveland,3.875
Appliances & Repair,Tempe,3.840909090909091
Appliances & Repair,Surprise,3.75
Appliances & Repair,Gilbert,3.7333333333333334
Appliances & Repair,Scottsdale,3.732142857142857
Appliances & Repair,North Las Vegas,3.7142857142857144
Appliances & Repair,Glendale,3.607142857142857
Appliances & Repair,Chandler,3.5454545454545454
Appliances & Repair,Las Vegas,3.518867924528302
Appliances & Repair,Ludwigsburg,3.5
Appliances & Repair,Edinburgh,3.5
Appliances & Repair,Matthews,3.5
Appliances & Repair,Belmont,3.5
Appliances & Repair,Bethel Park,3.5
Appliances & Repair,North Royalton,3.5
Appliances & Repair,Henderson,3.5
Appliances & Repair,Sun City,3.5
Appliances & Repair,North York,3.5
Appliances & Repair,Sun Prairie,3.5
Appliances & Repair,Sindelfingen,3.5
Appliances & Repair,Mesa,3.451219512195122
Appliances & Repair,Toronto,3.3333333333333335
Appliances & Repair,Concord,3.3333333333333335
Appliances & Repair,Huntersville,3.25
Appliances & Repair,Pittsburgh,3.25
Appliances & Repair,Stuttgart,3.2142857142857144
Appliances & Repair,Charlotte,3.0434782608695654
Appliances & Repair,Murrysville,3.0
Appliances & Repair,Leinfelden-Echterdingen,3.0
Appliances & Repair,North Olmsted,3.0
Appliances & Repair,Richmond Hill,2.75
Appliances & Repair,Lorain,2.5
Appliances & Repair,Northfield,2.5
Appliances & Repair,Gastonia,2.5
Appliances & Repair,Monroeville,2.5
Appliances & Repair,Pineville,2.25
Appliances & Repair,Champaign,2.1666666666666665
Appliances & Repair,Bridgeville,2.0
Appliances & Repair,East York,2.0
Appliances & Repair,Whitby,2.0
Appliances & Repair,Vaughan,1.75
Appliances & Repair,Mississauga,1.6666666666666667
Appliances & Repair,Canonsburg,1.5
Appliances & Repair,Moon Township,1.5
Appliances & Repair,Fitchburg,1.5
Appliances & Repair,El Mirage,1.5
Appliances & Repair,Oakville,1.0
Appliances & Repair,Higley,1.0
Appraisal Services,McMurray,5.0
Appraisal Services,Charlotte,5.0
Appraisal Services,Toronto,4.833333333333333
Appraisal Services,Mesa,4.5
Appraisal Services,Las Vegas,4.5
Appraisal Services,Champaign,4.0
Appraisal Services,Phoenix,4.0
Appraisal Services,Sun City,4.0
Appraisal Services,Scottsdale,3.875
Appraisal Services,Madison,3.5
Appraisal Services,Pittsburgh,2.5
Aquarium Services,Glendale,5.0
Aquarium Services,Chandler,5.0
Aquarium Services,Surprise,5.0
Aquarium Services,Pittsburgh,5.0
Aquarium Services,Scottsdale,4.5
Aquarium Services,Peoria,4.5
Aquarium Services,Las Vegas,4.166666666666667
Aquarium Services,Monroeville,4.0
Aquarium Services,North York,4.0
Aquarium Services,North Las Vegas,4.0
Aquarium Services,Mississauga,3.75
Aquarium Services,Newmarket,3.5
Aquarium Services,Tempe,3.5
Aquarium Services,Markham,3.5
Aquarium Services,Phoenix,3.5
Aquarium Services,Charlotte,3.0
Aquarium Services,Scarborough,3.0
Aquariums,Chandler,5.0
Aquariums,Markham,5.0
Aquariums,Lakewood,4.5
Aquariums,Stuttgart,4.5
Aquariums,Peoria,4.5
Aquariums,Gilbert,4.5
Aquariums,Las Vegas,4.05
Aquariums,Fort Mill,4.0
Aquariums,North Las Vegas,4.0
Aquariums,Champaign,4.0
Aquariums,Toronto,4.0
Aquariums,Pittsburgh,4.0
Aquariums,Mississauga,4.0
Aquariums,Esslingen,4.0
Aquariums,Canonsburg,3.5
Aquariums,Litchfield Park,3.5
Aquariums,Scottsdale,3.5
Aquariums,Montréal,3.5
Aquariums,Cleveland,3.5
Aquariums,North Queensferry,3.5
Aquariums,Tempe,3.5
Aquariums,Phoenix,3.2
Aquariums,Concord,3.0
Arabian,Dollard-des-Ormeaux,5.0
Arabian,Cleveland,5.0
Arabian,North Olmsted,5.0
Arabian,Mesa,4.75
Arabian,Montreal,4.5
Arabian,Phoenix,4.5
Arabian,Champaign,4.5
Arabian,Tempe,4.1
Arabian,Pittsburgh,4.0
Arabian,Lakewood,4.0
Arabian,Stuttgart,3.9
Arabian,Montréal,3.75
Arabian,Brampton,3.75
Arabian,Toronto,3.6818181818181817
Arabian,Laval,3.5
Arabian,Charlotte,3.5
Arabian,Las Vegas,3.25
Arabian,Mississauga,3.1666666666666665
Arabian,Oakville,3.0
Arabian,Ajax,3.0
Arcades,Carnegie,5.0
Arcades,North Ridgeville,5.0
Arcades,Kent,5.0
Arcades,Saint-Laurent,4.75
Arcades,Inverness,4.5
Arcades,Monona,4.0
Arcades,Scarborough,4.0
Arcades,Brookpark,4.0
Arcades,Bedford HTS,4.0
Arcades,Cleveland,4.0
Arcades,Markham,4.0
Arcades,Lakewood,4.0
Arcades,Pittsburgh,3.95
Arcades,Toronto,3.9310344827586206
Arcades,Mesa,3.9166666666666665
Arcades,Las Vegas,3.911111111111111
Arcades,Montréal,3.875
Arcades,Richmond Hill,3.875
Arcades,Charlotte,3.8076923076923075
Arcades,Gilbert,3.75
Arcades,Brampton,3.75
Arcades,Champaign,3.75
Arcades,Edinburgh,3.6666666666666665
Arcades,Henderson,3.6666666666666665
Arcades,Phoenix,3.5208333333333335
Arcades,Fort Mill,3.5
Arcades,Broadview Heights,3.5
Arcades,Savoy,3.5
Arcades,Mayfield Heights,3.5
Arcades,Laval,3.5
Arcades,Stowe,3.5
Arcades,Scottsdale,3.5
Arcades,North Royalton,3.5
Arcades,Macedonia,3.5
Arcades,Mississauga,3.5
Arcades,Tempe,3.45
Arcades,Vaughan,3.375
Arcades,Madison,3.3333333333333335
Arcades,Peoria,3.3333333333333335
Arcades,Avondale,3.25
Arcades,Medina,3.25
Arcades,Oakville,3.25
Arcades,Concord,3.25
Arcades,North Las Vegas,3.1666666666666665
Arcades,Chandler,3.125
Arcades,Westlake,3.0
Arcades,Pineville,3.0
Arcades,Cleveland Heights,3.0
Arcades,Streetsboro,3.0
Arcades,Wildwood,3.0
Arcades,Newmarket,3.0
Arcades,Middleburg Heights,3.0
Arcades,North York,3.0
Arcades,Glendale,3.0
Arcades,Monroeville,2.75
Arcades,Matthews,2.5
Arcades,Homestead,2.5
Arcades,Olmsted Township,2.5
Arcades,Willowdale,2.5
Arcades,N. Ridgeville,1.0
Archery,Glendale,5.0
Archery,Vaughan,5.0
Archery,Las Vegas,4.666666666666667
Archery,Chandler,4.5
Archery,Mississauga,4.5
Archery,Middleburg Hts,4.5
Archery,Phoenix,4.5
Archery,Markham,4.5
Archery,Charlotte,4.5
Archery,Toronto,4.357142857142857
Archery,Brampton,4.25
Archery,Richmond Hill,4.0
Archery,Oakdale,4.0
Archery,Mesa,3.75
Archery,Concord,3.0
Architects,Las Vegas,5.0
Architects,Toronto,5.0
Architects,Gilbert,4.75
Architects,Scottsdale,4.25
Architects,Phoenix,4.166666666666667
Architects,Mount Horeb,4.0
Architects,Charlotte,3.0
Architects,Tempe,2.5
Architects,Goodyear,2.5
Architects,Champaign,1.0
Architects,Surprise,1.0
Architectural Tours,Montréal,5.0
Architectural Tours,Pittsburgh,5.0
Architectural Tours,Scottsdale,4.5
Argentine,Schwieberdingen,4.5
Argentine,Pittsburgh,4.5
Argentine,Vaughan,4.0
Argentine,Urbana,4.0
Argentine,Tempe,4.0
Argentine,Edinburgh,4.0
Argentine,Las Vegas,3.8333333333333335
Argentine,Charlotte,3.75
Argentine,Cleveland,3.75
Argentine,Stuttgart,3.5
Argentine,Fitchburg,3.5
Argentine,Toronto,3.4166666666666665
Argentine,Montréal,3.25
Argentine,Phoenix,3.0
Argentine,York,2.5
Argentine,Mississauga,1.5
Armenian,Henderson,5.0
Armenian,Chagrin Falls,4.5
Armenian,Munhall,4.0
Armenian,Phoenix,3.5
Art Classes,Olmsted Falls,5.0
Art Classes,Avon,5.0
Art Classes,Robinson Township,5.0
Art Classes,Monroeville,5.0
Art Classes,Woodmere,5.0
Art Classes,Mesa,5.0
Art Classes,Cleveland Heights,5.0
Art Classes,Rocky River,5.0
