category,city,stars
Florists,Pittsburgh,3.9705882352941178
Florists,Concord,3.875
Florists,Montréal,3.875
Florists,Cleveland,3.8541666666666665
Florists,Tempe,3.8333333333333335
Florists,Las Vegas,3.82
Florists,Champaign,3.7916666666666665
Florists,Fountain Hills,3.75
Florists,Chandler,3.6785714285714284
Florists,Gilbert,3.6666666666666665
Florists,Lakewood,3.6666666666666665
Florists,Phoenix,3.653225806451613
Florists,North Las Vegas,3.642857142857143
Florists,Henderson,3.642857142857143
Florists,Urbana,3.625
Florists,Avondale,3.5714285714285716
Florists,McMurray,3.5
Florists,Rocky River,3.5
Florists,Sun City,3.5
Florists,Sun Prairie,3.5
Florists,Newmarket,3.5
Florists,Woodbridge,3.5
Florists,Leinfelden-Echterdingen,3.5
Florists,Weddington,3.5
Florists,Irwin,3.5
Florists,Bellevue,3.5
Florists,Glenshaw,3.5
Florists,Coraopolis,3.5
Florists,Kent,3.5
Florists,Medina,3.5
Florists,Bethel Park,3.5
Florists,Willoughby,3.5
Florists,Markham,3.375
Florists,Charlotte,3.3529411764705883
Florists,Stow,3.3333333333333335
Florists,Richmond Hill,3.3333333333333335
Florists,Mesa,3.314814814814815
Florists,Oakville,3.25
Florists,Beachwood,3.25
Florists,Lyndhurst,3.25
Florists,Painesville,3.0
Florists,Mount Washington,3.0
Florists,Chardon,3.0
Florists,Mentor,3.0
Florists,Broadview Heights,3.0
Florists,Gastonia,3.0
Florists,Elyria,3.0
Florists,Aurora,3.0
Florists,Ft. Mill,3.0
Florists,Goodyear,3.0
Florists,North York,3.0
Florists,Dormont,3.0
Florists,Twinsburg,3.0
Florists,North Olmsted,3.0
Florists,Brampton,2.75
Florists,Cleveland Heights,2.75
Florists,Weston,2.5
Florists,Sewickley,2.5
Florists,Pierrefonds,2.5
Florists,Turtle Creek,2.5
Florists,Unionville,2.5
Florists,Kirkland,2.5
Florists,Maple Heights,2.5
Florists,Boulder City,2.5
Florists,Dallas,2.5
Florists,Solon,2.5
Florists,Rantoul,2.5
Florists,Surprise,2.375
Florists,Peoria,2.142857142857143
Florists,Strongsville,2.0
Florists,Amherst,2.0
Florists,Sun City West,2.0
Florists,North Ridgeville,2.0
Florists,Fairview Park,2.0
Florists,Parma,1.5
Florists,Westlake,1.0
Flowers,Scottsdale,5.0
Flowers,Edinburgh,4.5
Flowers,Cleveland,4.5
Flowers,Phoenix,3.5
Flowers & Gifts,Carefree,5.0
Flowers & Gifts,Northfield,5.0
Flowers & Gifts,Bridgeville,5.0
Flowers & Gifts,Columbia Station,5.0
Flowers & Gifts,White Oak,5.0
Flowers & Gifts,Port Credit,5.0
