category,city,stars
Home Organization,Scottsdale,4.6923076923076925
Home Organization,Tempe,4.5
Home Organization,Toronto,4.388888888888889
Home Organization,Las Vegas,4.35
Home Organization,Pittsburgh,4.25
Home Organization,Cleveland,4.25
Home Organization,Glendale,4.25
Home Organization,Henderson,4.25
Home Organization,Laveen,4.0
Home Organization,North Las Vegas,4.0
Home Organization,Etobicoke,4.0
Home Organization,Monroeville,4.0
Home Organization,Phoenix,3.90625
Home Organization,Charlotte,3.8
Home Organization,Chandler,3.642857142857143
Home Organization,Madison,3.5
Home Organization,SCOTTSDALE AZ,3.5
Home Organization,Gilbert,3.0
Home Services,Ogden,5.0
Home Services,Mount Holly,5.0
Home Services,Maple Heights,5.0
Home Services,Las Vegas NV,5.0
Home Services,Laveen Village,5.0
Home Services,Venetia,5.0
Home Services,East Mesa,5.0
Home Services,Bath,5.0
Home Services,Cross Plains,5.0
Home Services,Scotesdale,5.0
Home Services,Mahomet,5.0
Home Services,White Oak,5.0
Home Services,Moon,5.0
Home Services,Harrisburg,5.0
Home Services,Ahwahtukee,5.0
Home Services,Brookpark,5.0
Home Services,Saint Joseph,5.0
Home Services,Clairton,5.0
Home Services,Seven Hills,5.0
Home Services,Broadlands,5.0
Home Services,Stoughton,4.75
Home Services,Sun City West,4.5625
Home Services,Swissvale,4.5
Home Services,Broadview Heights,4.5
Home Services,Ajax,4.5
Home Services,Litchfield,4.5
Home Services,West Homestead,4.5
Home Services,Hinckley,4.5
Home Services,Warrensville Heights,4.5
Home Services,Ross Township,4.5
Home Services,Chardon,4.5
Home Services,Wickliffe,4.5
Home Services,Midland,4.5
Home Services,Litchfield Park,4.388888888888889
Home Services,Mint Hill,4.375
Home Services,Rocky River,4.375
Home Services,North Ridgeville,4.333333333333333
Home Services,Laveen,4.333333333333333
Home Services,Canonsburg,4.333333333333333
Home Services,Cave Creek,4.283783783783784
Home Services,Waxhaw,4.25
Home Services,Westmount,4.25
Home Services,Chagrin Falls,4.25
Home Services,El Mirage,4.153846153846154
Home Services,Surprise,4.141666666666667
Home Services,Fountain Hills,4.137931034482759
Home Services,San Tan Valley,4.131578947368421
Home Services,Brunswick,4.125
Home Services,Stanley,4.0
Home Services,N E Las Vegas,4.0
Home Services,Tallmadge,4.0
Home Services,Shaker Hts,4.0
Home Services,las vegas,4.0
Home Services,New Kensington,4.0
Home Services,Richmond Hts,4.0
Home Services,Stallings,4.0
Home Services,Unionville,4.0
Home Services,Hudson,4.0
Home Services,Hemmingen,4.0
Home Services,Peninsula,4.0
Home Services,Allison Park,4.0
Home Services,Black Earth,4.0
Home Services,East York,4.0
Home Services,Carefree,4.0
Home Services,Weddington,4.0
Home Services,North Versailles,4.0
Home Services,WICKLIFFE,4.0
Home Services,Goodyear,3.9927536231884058
Home Services,Gilbert,3.962962962962963
Home Services,Lorain,3.9285714285714284
Home Services,Oregon,3.9166666666666665
Home Services,MESA,3.9166666666666665
Home Services,Willoughby,3.888888888888889
Home Services,Sun Prairie,3.8846153846153846
Home Services,McFarland,3.875
Home Services,Scottsdale,3.867588932806324
Home Services,Peoria,3.8567567567567567
Home Services,Verona,3.8181818181818183
Home Services,Sun City,3.8055555555555554
Home Services,Indian Land,3.8
Home Services,Glendale,3.7508591065292096
Home Services,Guadalupe,3.75
Home Services,Bay Village,3.75
Home Services,Lakewood,3.75
Home Services,Ahwatukee,3.75
Home Services,Leinfelden-Echterdingen,3.75
Home Services,Chesterland,3.75
Home Services,Fairview Park,3.75
Home Services,Irwin,3.75
Home Services,Henderson,3.7472035794183447
Home Services,Chandler,3.7379862700228834
Home Services,Montréal,3.732142857142857
Home Services,Homestead,3.7
Home Services,Waunakee,3.7
Home Services,Fort Mill,3.673076923076923
Home Services,Edinburgh,3.6530612244897958
Home Services,Phoenix,3.641125121241513
Home Services,Elyria,3.625
Home Services,Las Vegas,3.620926243567753
Home Services,Mesa,3.614441416893733
Home Services,Indian Trail,3.6052631578947367
Home Services,Anthem,3.6
Home Services,Huntersville,3.574074074074074
Home Services,Stuttgart,3.5714285714285716
Home Services,Stow,3.5555555555555554
Home Services,Cuyahoga Falls,3.55
Home Services,North Las Vegas,3.52027027027027
Home Services,Cleveland,3.5137614678899083
Home Services,McKeesport,3.5
Home Services,Jefferson Hills,3.5
Home Services,Bridgeville,3.5
Home Services,Glbert,3.5
Home Services,Robinson,3.5
Home Services,W Spring Valley,3.5
Home Services,Sun Lakes,3.5
Home Services,Amherst,3.5
Home Services,SCOTTSDALE AZ,3.5
Home Services,Leetsdale,3.5
Home Services,Concord,3.5
Home Services,Cottage Grove,3.5
Home Services,Avon,3.5
Home Services,Kannapolis,3.5
Home Services,Solon,3.5
Home Services,Bedford Heights,3.5
Home Services,Murrysville,3.5
Home Services,Dravosburg,3.5
