category,city,stars
Fabric Stores,Edinburgh,4.2
Fabric Stores,Las Vegas,4.181818181818182
Fabric Stores,Pittsburgh,4.0
Fabric Stores,Monroeville,4.0
Fabric Stores,Concord,4.0
Fabric Stores,Newington,4.0
Fabric Stores,Champaign,3.9
Fabric Stores,Tempe,3.8
Fabric Stores,Phoenix,3.763157894736842
Fabric Stores,Toronto,3.588235294117647
Fabric Stores,Scottsdale,3.5833333333333335
Fabric Stores,Urbana,3.5
Fabric Stores,Peoria,3.5
Fabric Stores,North Las Vegas,3.5
Fabric Stores,Waunakee,3.5
Fabric Stores,Paradise Valley,3.5
Fabric Stores,Avondale,3.5
Fabric Stores,Cleveland,3.5
Fabric Stores,Huntersville,3.5
Fabric Stores,Matthews,3.5
Fabric Stores,Belmont,3.5
Fabric Stores,North York,3.5
Fabric Stores,East York,3.5
Fabric Stores,Woodbridge,3.5
Fabric Stores,Gilbert,3.5
Fabric Stores,Henderson,3.4166666666666665
Fabric Stores,Charlotte,3.388888888888889
Fabric Stores,Mesa,3.375
Fabric Stores,Madison,3.3
Fabric Stores,Montréal,3.25
Fabric Stores,Chandler,3.125
Fabric Stores,North Olmsted,3.0
Fabric Stores,Stow,3.0
Fabric Stores,Bridgeville,3.0
Fabric Stores,Surprise,3.0
Fabric Stores,Glendale,2.75
Fabric Stores,Monona,2.5
Fabric Stores,Mayfield Heights,2.5
Fabric Stores,Fairview Park,2.5
Fabric Stores,Hudson,2.5
Fabric Stores,Scarborough,2.5
Fabric Stores,Mentor,2.0
Fabric Stores,Mississauga,2.0
Face Painting,Mesa,5.0
Face Painting,Scottsdale,5.0
Face Painting,Surprise,5.0
Face Painting,North Las Vegas,5.0
Face Painting,Gilbert,5.0
Face Painting,Chandler,4.75
Face Painting,Las Vegas,4.541666666666667
Falafel,Tempe,5.0
Falafel,East York,5.0
Falafel,Dollard-des-Ormeaux,5.0
Falafel,Dollard-Des-Ormeaux,4.5
Falafel,Mesa,4.5
Falafel,Glendale,4.5
Falafel,Scottsdale,4.5
Falafel,Cleveland Heights,4.5
Falafel,Pittsburgh,4.5
Falafel,Parma,4.5
Falafel,Newmarket,4.5
Falafel,Lachine,4.5
Falafel,Murrysville,4.5
Falafel,Brampton,4.25
Falafel,Thornhill,4.25
Falafel,Montréal,4.125
Falafel,Cleveland,4.0
Falafel,Edinburgh,4.0
Falafel,Vaughan,4.0
Falafel,Phoenix,4.0
Falafel,York,4.0
Falafel,Scarborough,4.0
Falafel,North York,4.0
Falafel,Goodyear,4.0
Falafel,Las Vegas,3.8333333333333335
Falafel,Mississauga,3.75
Falafel,Charlotte,3.75
Falafel,Madison,3.625
Falafel,Toronto,3.5625
Falafel,Markham,3.5
Falafel,Laval,3.5
Falafel,Fairlawn,3.0
Falafel,Etobicoke,3.0
Falafel,Richmond Hill,2.5
Falafel,Montreal-West,1.5
Family Practice,Strongsville,5.0
Family Practice,Georgetown,5.0
