category,city,stars
Active Life,Cuyahoga Falls,3.4285714285714284
Active Life,Ludwigsburg,3.4285714285714284
Active Life,Pickering,3.4166666666666665
Active Life,North York,3.380952380952381
Active Life,Solon,3.375
Active Life,Tolleson,3.3333333333333335
Active Life,San Tan Valley,3.3333333333333335
Active Life,Thornhill,3.2916666666666665
Active Life,Scarborough,3.261904761904762
Active Life,East York,3.25
Active Life,Livingston,3.25
Active Life,Homestead,3.25
Active Life,Broadview Heights,3.25
Active Life,South Park Township,3.25
Active Life,Willoughby,3.25
Active Life,Hudson,3.2142857142857144
Active Life,Woodbridge,3.0625
Active Life,Valley City,3.0
Active Life,Laveen,3.0
Active Life,Elyria,3.0
Active Life,Irwin,3.0
Active Life,Cheswick,3.0
Active Life,Saint-Bernard-de-Lacolle,3.0
Active Life,Brooklyn,3.0
Active Life,DeForest,3.0
Active Life,Garfield Heights,3.0
Active Life,Brossard,3.0
Active Life,Sainte-Anne-de-Bellevue,3.0
Active Life,Caledon East,3.0
Active Life,Downsview,3.0
Active Life,Stowe,3.0
Active Life,East Gwilimbury,3.0
Active Life,Ajax,2.9
Active Life,North Royalton,2.875
Active Life,Roosevelt,2.5
Active Life,nboulder city,2.5
Active Life,Olmsted Township,2.5
Active Life,Youngtown,2.5
Active Life,Richmond Heights,2.5
Active Life,Pleasant Hills,2.5
Active Life,Willowick,2.5
Active Life,Robinson Township,2.5
Active Life,Gibsonia,2.25
Active Life,Mc Farland,2.0
Active Life,S Concord,2.0
Active Life,Schwieberdingen,1.5
Active Life,Columbia Station,1.5
Active Life,N. Ridgeville,1.0
Active Life,King City,1.0
Acupuncture,Solon,5.0
Acupuncture,Middleton,5.0
Acupuncture,Bethel Park,5.0
Acupuncture,Urbana,5.0
Acupuncture,Ormstown,5.0
Acupuncture,Peoria,5.0
Acupuncture,Indian Trail,5.0
Acupuncture,Davidson,5.0
Acupuncture,Boulder City,5.0
Acupuncture,Goodyear,5.0
Acupuncture,Carefree,5.0
Acupuncture,Huntersville,5.0
Acupuncture,Cave Creek,5.0
Acupuncture,Cornelius,4.75
Acupuncture,Scarborough,4.7
Acupuncture,Champaign,4.666666666666667
Acupuncture,Mesa,4.653846153846154
Acupuncture,Scottsdale,4.648148148148148
Acupuncture,Las Vegas,4.630434782608695
Acupuncture,Phoenix,4.62280701754386
Acupuncture,Tempe,4.590909090909091
Acupuncture,Chandler,4.583333333333333
Acupuncture,Charlotte,4.526315789473684
Acupuncture,Maple,4.5
Acupuncture,Etobicoke,4.5
Acupuncture,North Royalton,4.5
Acupuncture,Edinburgh,4.5
Acupuncture,Richmond Hill,4.5
Acupuncture,Pittsburgh,4.5
Acupuncture,Oakville,4.5
Acupuncture,Surprise,4.5
Acupuncture,Madison,4.423076923076923
Acupuncture,Glendale,4.416666666666667
Acupuncture,Henderson,4.375
Acupuncture,Avondale,4.333333333333333
Acupuncture,Toronto,4.296116504854369
Acupuncture,Montréal,4.25
Acupuncture,Gilbert,4.25
Acupuncture,Beachwood,4.0
Acupuncture,Mississauga,4.0
Acupuncture,Oregon,4.0
Acupuncture,North York,3.875
Acupuncture,Concord,3.8333333333333335
Acupuncture,Markham,3.8
Acupuncture,Lakewood,3.75
Acupuncture,Thornhill,3.5
Acupuncture,Fountain Hills,3.5
Acupuncture,Cleveland,3.3333333333333335
Acupuncture,Verona,3.0
Acupuncture,Unionville,2.5
Acupuncture,Stuttgart,2.5
Acupuncture,Brampton,1.5
Acupuncture,Independence,1.0
Addiction Medicine,Edinburgh,4.5
Addiction Medicine,Tempe,3.5
Addiction Medicine,Phoenix,1.5
Adoption Services,Phoenix,3.6666666666666665
Adult,Peoria,5.0
Adult,Pittsburgh,5.0
Adult,Charlotte,4.75
Adult,Gilbert,4.75
Adult,Glendale,4.5
Adult,Lakewood,4.5
Adult,Las Vegas,4.37037037037037
Adult,Chandler,4.333333333333333
Adult,Avondale,4.0
Adult,Cleveland,4.0
Adult,Parma Heights,4.0
Adult,Tolleson,4.0
Adult,Montréal,4.0
Adult,Mesa,4.0
Adult,Toronto,3.95
Adult,Scottsdale,3.8333333333333335
Adult,Phoenix,3.772727272727273
Adult,Tempe,3.7
Adult,Edinburgh,3.5555555555555554
Adult,North Olmsted,3.5
Adult,Cuyahoga Falls,3.5
Adult,Mayfield Hts.,3.5
Adult,Richmond Hill,3.0
Adult,North York,3.0
Adult,Madison,2.875
Adult,Concord,2.5
Adult,Jefferson Hills,2.5
Adult,Henderson,2.5
Adult Education,Etobicoke,5.0
Adult Education,North Las Vegas,5.0
Adult Education,Gastonia,5.0
Adult Education,Goodyear,5.0
Adult Education,San Tan Valley,5.0
Adult Education,las vegas,5.0
Adult Education,Pittsburgh,4.916666666666667
Adult Education,Tempe,4.625
Adult Education,Charlotte,4.5
Adult Education,Cleveland,4.5
Adult Education,Peoria,4.5
Adult Education,Carefree,4.5
Adult Education,Las Vegas,4.46875
Adult Education,Phoenix,4.285714285714286
Adult Education,Madison,4.25
Adult Education,Scottsdale,4.05
