category,city,stars
Recreation Centers,Vaughan,2.5
Recreation Centers,Woodbridge,2.5
Recreation Centers,Thornhill,2.0
Recreation Centers,Kannapolis,1.5
Recycling Center,Avondale,5.0
Recycling Center,Stow,5.0
Recycling Center,Sun City,5.0
Recycling Center,Pittsburgh,4.5
Recycling Center,Mesa,4.5
Recycling Center,Tempe,4.125
Recycling Center,Phoenix,4.066666666666666
Recycling Center,Madison,4.0
Recycling Center,Las Vegas,3.8125
Recycling Center,Urbana,3.75
Recycling Center,Charlotte,3.6666666666666665
Recycling Center,Scottsdale,3.5
Recycling Center,Gilbert,3.5
Recycling Center,Peoria,3.5
Recycling Center,Cleveland,3.5
Recycling Center,Henderson,3.25
Recycling Center,Chandler,3.1666666666666665
Recycling Center,Garfield Heights,3.0
Recycling Center,Middleton,3.0
Recycling Center,Philo,2.5
Recycling Center,Youngtown,2.5
Recycling Center,Cuyahoga Falls,2.5
Recycling Center,Champaign,2.1666666666666665
Recycling Center,Lyndhurst,2.0
Recycling Center,Mississauga,2.0
Recycling Center,North Huntingdon,2.0
Recycling Center,North Las Vegas,1.875
Recycling Center,North Olmsted,1.5
Refinishing Services,Avondale,5.0
Refinishing Services,Henderson,5.0
Refinishing Services,Peoria,5.0
Refinishing Services,Pittsburgh,5.0
Refinishing Services,Chagrin Falls,5.0
Refinishing Services,Pineville,5.0
Refinishing Services,Chandler,4.875
Refinishing Services,Scottsdale,4.785714285714286
Refinishing Services,Glendale,4.75
Refinishing Services,Surprise,4.75
Refinishing Services,Mesa,4.75
Refinishing Services,Las Vegas,4.714285714285714
Refinishing Services,Phoenix,4.566666666666666
Refinishing Services,Gilbert,4.5
Refinishing Services,Sun City,4.5
Refinishing Services,Tempe,4.0
Refinishing Services,Brook Park,2.0
Reflexology,Coraopolis,5.0
Reflexology,Cornelius,5.0
Reflexology,Cleveland,5.0
Reflexology,Montréal,5.0
Reflexology,University Heights,5.0
Reflexology,Westlake,5.0
Reflexology,Hampton Township,5.0
Reflexology,Urbana,5.0
Reflexology,Cleveland Hts,5.0
Reflexology,Tega Cay,5.0
Reflexology,Waxhaw,5.0
Reflexology,Mint Hill,5.0
Reflexology,Scarborough,5.0
Reflexology,Cave Creek,5.0
Reflexology,Tempe,4.833333333333333
Reflexology,Edinburgh,4.75
Reflexology,Pittsburgh,4.7
Reflexology,Henderson,4.625
Reflexology,Phoenix,4.619047619047619
Reflexology,Glendale,4.583333333333333
Reflexology,Medina,4.5
Reflexology,Mississauga,4.5
Reflexology,Mesa,4.423076923076923
Reflexology,Scottsdale,4.4
Reflexology,Chandler,4.333333333333333
Reflexology,Peoria,4.333333333333333
Reflexology,Richmond Hill,4.333333333333333
Reflexology,Charlotte,4.2727272727272725
Reflexology,Surprise,4.25
Reflexology,North Las Vegas,4.166666666666667
Reflexology,Gilbert,4.055555555555555
Reflexology,Toronto,4.033333333333333
Reflexology,Las Vegas,4.028169014084507
Reflexology,Madison,4.0
Reflexology,Woodmere,4.0
Reflexology,Fairlawn,4.0
Reflexology,Avondale,3.9166666666666665
Reflexology,Markham,3.75
Reflexology,Las  Vegas,3.5
Reflexology,Lakewood,3.5
Reflexology,Goodyear,3.5
Reflexology,Murrysville,3.5
Reflexology,San Tan Valley,3.5
Reflexology,Wexford,3.0
Reflexology,Cleveland Heights,2.5
Reflexology,Fitchburg,2.0
Registration Services,North Las Vegas,5.0
Registration Services,McKees Rocks,5.0
Registration Services,McMurray,5.0
Registration Services,Henderson,4.75
Registration Services,Tempe,4.75
Registration Services,Tolleson,4.0
Registration Services,Las Vegas,3.8333333333333335
Registration Services,Scottsdale,3.75
Registration Services,Chandler,3.75
Registration Services,Mesa,3.6666666666666665
Registration Services,Charlotte,3.5
Registration Services,Phoenix,3.3333333333333335
Registration Services,Pittsburgh,2.0
Rehabilitation Center,Tempe,4.75
Rehabilitation Center,Charlotte,4.75
Rehabilitation Center,Pittsburgh,4.75
Rehabilitation Center,Chandler,4.416666666666667
Rehabilitation Center,Scottsdale,3.8684210526315788
Rehabilitation Center,Gilbert,3.8333333333333335
Rehabilitation Center,Glendale,3.75
Rehabilitation Center,Henderson,3.75
Rehabilitation Center,Mesa,3.7142857142857144
Rehabilitation Center,Phoenix,3.6481481481481484
Rehabilitation Center,Bay Village,3.5
Rehabilitation Center,Peoria,3.5
Rehabilitation Center,Las Vegas,3.3484848484848486
Rehabilitation Center,Surprise,3.0
Rehabilitation Center,Madison,3.0
Rehabilitation Center,Sun City,2.5
Rehabilitation Center,Euclid,1.5
Reiki,Willoughby,5.0
Reiki,Kent,5.0
Reiki,Concord,5.0
Reiki,Gilbert,5.0
Reiki,Richmond Hill,5.0
Reiki,Chandler,5.0
Reiki,Cleveland,5.0
Reiki,Middleburg Heights,5.0
Reiki,North Las Vegas,5.0
Reiki,Westlake,5.0
Reiki,Sun City,5.0
Reiki,Cave Creek,5.0
Reiki,Montréal,5.0
Reiki,Goodyear,5.0
Reiki,Gastonia,5.0
Reiki,Tempe,4.916666666666667
Reiki,Phoenix,4.904761904761905
Reiki,Scottsdale,4.85
Reiki,Cornelius,4.75
Reiki,Pittsburgh,4.7
Reiki,Glendale,4.7
Reiki,Mesa,4.666666666666667
Reiki,Las Vegas,4.62
Reiki,Mississauga,4.5
Reiki,Henderson,4.5
Reiki,Medina,4.5
Reiki,Toronto,4.333333333333333
Reiki,Madison,4.25
Reiki,Charlotte,4.0
Reiki,Lakewood,4.0
Religious Items,Mesa,5.0
Religious Items,Phoenix,4.5
Religious Organizations,Shaker Heights,5.0
Religious Organizations,Bethel Park,5.0
Religious Organizations,Fountain Hills,5.0
Religious Organizations,Medina,5.0
Religious Organizations,Pineville,5.0
Religious Organizations,Monroeville,5.0
Religious Organizations,Middleton,5.0
Religious Organizations,Henderson,4.730769230769231
Religious Organizations,Cuyahoga Falls,4.5
Religious Organizations,Cave Creek,4.5
Religious Organizations,Chagrin Falls,4.5
Religious Organizations,Broadview Heights,4.5
Religious Organizations,Avon,4.5
Religious Organizations,Roslin,4.5
Religious Organizations,Indian Land,4.5
Religious Organizations,North York,4.5
Religious Organizations,Paradise Valley,4.5
Religious Organizations,Gilbert,4.5
Religious Organizations,Beachwood,4.5
Religious Organizations,Tempe,4.4375
Religious Organizations,Las Vegas,4.425675675675675
Religious Organizations,Charlotte,4.38
Religious Organizations,Cleveland,4.375
Religious Organizations,Phoenix,4.372727272727273
Religious Organizations,Scottsdale,4.369565217391305
Religious Organizations,Goodyear,4.333333333333333
Religious Organizations,Pittsburgh,4.323529411764706
Religious Organizations,Montréal,4.285714285714286
Religious Organizations,Mesa,4.28125
Religious Organizations,Surprise,4.25
Religious Organizations,Avondale,4.25
Religious Organizations,Chandler,4.1875
Religious Organizations,Edinburgh,4.111111111111111
Religious Organizations,Glendale,4.071428571428571
Religious Organizations,Wexford,4.0
Religious Organizations,Moon Township,4.0
Religious Organizations,Westlake,4.0
Religious Organizations,Madison,4.0
Religious Organizations,Laveen,4.0
Religious Organizations,Peoria,4.0
Religious Organizations,Mississauga,4.0
Religious Organizations,Stuttgart,3.9166666666666665
Religious Organizations,Toronto,3.8636363636363638
Religious Organizations,Carefree,3.75
Religious Organizations,North Las Vegas,3.625
Religious Organizations,Hudson,3.5
Religious Organizations,Urbana,3.5
Religious Organizations,Indian Trail,3.5
Religious Organizations,Markham,3.0
Religious Organizations,Matthews,3.0
Religious Organizations,Huntersville,2.75
Religious Organizations,Mentor,2.5
Religious Organizations,Pointe Claire,1.5
Religious Schools,Mesa,5.0
Religious Schools,Goodyear,5.0
Religious Schools,Chandler,5.0
Religious Schools,Las Vegas,4.75
Religious Schools,Tempe,4.5
Religious Schools,Paradise Valley,4.5
Religious Schools,Phoenix,3.75
Reptile Shops,Monona,5.0
Reptile Shops,Las Vegas,4.166666666666667
Reptile Shops,Phoenix,3.5
Resorts,Middleton,4.5
Resorts,Mayfield,4.0
Resorts,Concord,4.0
Resorts,Roosevelt,4.0
Resorts,Goodyear,4.0
Resorts,Carefree,3.5
Resorts,Pittsburgh,3.5
Resorts,Surprise,3.5
Resorts,Fountain Hills,3.5
Resorts,Henderson,3.5
Resorts,Las Vegas,3.3984375
Resorts,Scottsdale,3.3666666666666667
Resorts,Cleveland,3.3333333333333335
Resorts,Mesa,3.3
Resorts,Madison,3.25
Resorts,Chandler,3.25
Resorts,Phoenix,3.2222222222222223
Resorts,Charlotte,3.0
Resorts,Beachwood,3.0
Resorts,Tempe,3.0
Resorts,Mentor,3.0
Resorts,Painesville,2.75
Resorts,Independence,2.5
Resorts,Monroeville,2.5
Resorts,Urbana,2.5
Resorts,Peoria,2.5
Resorts,Glendale,2.0
Resorts,Sainte-Adèle,2.0
Rest Stops,Charlotte,3.5
Rest Stops,Vaughan,3.5
Rest Stops,Las Vegas,3.5
Restaurant Supplies,Henderson,4.5
Restaurant Supplies,Mesa,4.5
Restaurant Supplies,Phoenix,4.125
Restaurant Supplies,Charlotte,4.0
Restaurant Supplies,Las Vegas,3.8333333333333335
Restaurants,Rillton,5.0
Restaurants,L'assomption,5.0
Restaurants,Edimbourg,5.0
Restaurants,Mooers,5.0
Restaurants,Crabtree,5.0
Restaurants,Herminie,5.0
Restaurants,Sainte-Therese-de-Blainville,5.0
Restaurants,Saint-Marc-Sur-Richelieu,5.0
Restaurants,Sainte-Marthe,5.0
Restaurants,West Elizabeth,5.0
Restaurants,Godmanchester,5.0
Restaurants,Auburn Township,5.0
Restaurants,Hawthorne,5.0
Restaurants,Mansfield,5.0
Restaurants,Russellton,4.75
Restaurants,Dane,4.75
Restaurants,Lowesville,4.75
Restaurants,Sainte-Therese,4.666666666666667
Restaurants,Stockbridge,4.5
Restaurants,Dalgety Bay,4.5
Restaurants,Thornhil,4.5
