category,city,stars
Parks,Mississauga,4.214285714285714
Parks,Montréal,4.1875
Parks,Gastonia,4.166666666666667
Parks,Surprise,4.166666666666667
Parks,Henderson,4.1375
Parks,Scottsdale,4.12962962962963
Parks,Peoria,4.125
Parks,Huntersville,4.125
Parks,Charlotte,4.108108108108108
Parks,Goodyear,4.1
Parks,Toronto,4.0055555555555555
Parks,Matthews,4.0
Parks,Fitchburg,4.0
Parks,Murrysville,4.0
Parks,Peninsula,4.0
Parks,Lagrange,4.0
Parks,Oakmont,4.0
Parks,Hemmingen,4.0
Parks,Oakdale,4.0
Parks,Berry,4.0
Parks,Newbury,4.0
Parks,Stow,4.0
Parks,Midlothian,4.0
Parks,Woodbridge,4.0
Parks,Stoughton,4.0
Parks,MESA,4.0
Parks,Summerlin South,4.0
Parks,Hudson,4.0
Parks,North York,4.0
Parks,Oka,4.0
Parks,Strongsville,4.0
Parks,Davidson,4.0
Parks,South Park,4.0
Parks,Las Vegas,3.9833333333333334
Parks,Phoenix,3.9596774193548385
Parks,Glendale,3.9166666666666665
Parks,North Las Vegas,3.9166666666666665
Parks,Chandler,3.9
Parks,Oakville,3.8333333333333335
Parks,Mesa,3.8125
Parks,Cuyahoga Falls,3.75
Parks,Euclid,3.75
Parks,Lakewood,3.75
Parks,Waxhaw,3.75
Parks,Waunakee,3.75
Parks,Etobicoke,3.75
Parks,Lorain,3.75
Parks,Brampton,3.625
Parks,Concord,3.5
Parks,Esslingen,3.5
Parks,Kirkcaldy,3.5
Parks,Leetsdale,3.5
Parks,Sindelfingen,3.5
Parks,Avondale,3.5
Parks,Dalkeith,3.5
Parks,Saint-Laurent,3.5
Parks,Tempe,3.45
Parks,Caledon East,3.0
Parks,Bethel Park,3.0
Parks,DeForest,3.0
Parks,Northfield,3.0
Parks,Youngtown,2.5
Parks,Brunswick,2.5
Party & Event Planning,Waxhaw,5.0
Party & Event Planning,Monona,5.0
Party & Event Planning,Robinson Township,5.0
Party & Event Planning,Litchfield Park,5.0
Party & Event Planning,Avon,5.0
Party & Event Planning,Olmsted Falls,5.0
Party & Event Planning,Harrisburg,5.0
Party & Event Planning,Allison Park,5.0
Party & Event Planning,Woodmere,5.0
Party & Event Planning,Thornhill,5.0
Party & Event Planning,Surprise,4.875
Party & Event Planning,Cave Creek,4.75
Party & Event Planning,Goodyear,4.75
Party & Event Planning,Avondale,4.666666666666667
Party & Event Planning,Edinburgh,4.666666666666667
Party & Event Planning,Burton,4.5
Party & Event Planning,Gibsonia,4.5
Party & Event Planning,Midland,4.5
Party & Event Planning,North Olmsted,4.5
Party & Event Planning,Bedford,4.5
Party & Event Planning,Strongsville,4.5
Party & Event Planning,Medina,4.5
Party & Event Planning,Charlote,4.5
Party & Event Planning,Las Vegas,4.36328125
Party & Event Planning,Gilbert,4.361111111111111
Party & Event Planning,Mesa,4.3478260869565215
Party & Event Planning,Laveen,4.333333333333333
Party & Event Planning,Monroeville,4.333333333333333
Party & Event Planning,Scottsdale,4.3
Party & Event Planning,Peoria,4.25
Party & Event Planning,Cornelius,4.25
Party & Event Planning,Chandler,4.225
Party & Event Planning,Phoenix,4.177570093457944
Party & Event Planning,Montréal,4.125
Party & Event Planning,Tempe,4.115384615384615
Party & Event Planning,Pittsburgh,4.1
Party & Event Planning,Henderson,4.068181818181818
Party & Event Planning,Stouffville,4.0
Party & Event Planning,Stow,4.0
Party & Event Planning,Markham,4.0
Party & Event Planning,Verdun,4.0
Party & Event Planning,Middleton,4.0
Party & Event Planning,Mayfield,4.0
Party & Event Planning,San Tan Valley,4.0
Party & Event Planning,Bedford HTS,4.0
Party & Event Planning,Lorain,4.0
Party & Event Planning,Sewickley,4.0
Party & Event Planning,Windsor,4.0
Party & Event Planning,Brampton,4.0
Party & Event Planning,Richmond Hill,4.0
Party & Event Planning,Fellbach,4.0
Party & Event Planning,Canonsburg,4.0
