category,city,stars
Active Life,Tega Cay,4.833333333333333
Active Life,Avon Lake,4.75
Active Life,Cottage Grove,4.625
Active Life,Chardon,4.5
Active Life,Cramerton,4.5
Active Life,Mont-Royal,4.5
Active Life,Willoughby Hills,4.5
Active Life,Anthem,4.5
Active Life,Bainbridge,4.5
Active Life,Newbridge,4.5
Active Life,Dorval,4.5
Active Life,Ostfildern,4.5
Active Life,Aurora,4.5
Active Life,Upper St Clair,4.5
Active Life,Waddell,4.5
Active Life,Gorebridge,4.5
Active Life,Mint Hill,4.5
Active Life,Whitney,4.5
Active Life,Waiblingen,4.5
Active Life,Westmount,4.5
Active Life,Monticello,4.5
Active Life,Sheffield,4.5
Active Life,Warrensville Heights,4.5
Active Life,"Phoenix,",4.5
Active Life,Eastlake,4.5
Active Life,Brecksville,4.5
Active Life,Le Sud-Ouest,4.5
Active Life,N Las Vegas,4.5
Active Life,Mayfield Village,4.5
Active Life,Caledon,4.5
Active Life,Water of Leith,4.5
Active Life,Oakmont,4.5
Active Life,Musselburgh,4.5
Active Life,Tallmadge,4.5
Active Life,Anjou,4.5
Active Life,Penn Hills,4.5
Active Life,Dormont,4.5
Active Life,Don Mills,4.5
Active Life,Wilmerding,4.5
Active Life,McKees Rocks,4.5
Active Life,Paradise Valley,4.5
Active Life,Newburgh Heights,4.5
Active Life,Vaudreuil-Dorion,4.5
Active Life,Kirtland,4.5
Active Life,Fairport Harbor,4.5
Active Life,Brentwood,4.5
Active Life,Geauga,4.5
Active Life,Sun Prairie,4.4375
Active Life,Mentor,4.416666666666667
Active Life,Fountain Hills,4.411764705882353
Active Life,Rocky River,4.384615384615385
Active Life,Blue Diamond,4.357142857142857
Active Life,Boulder City,4.340909090909091
Active Life,Wexford,4.333333333333333
Active Life,Kornwestheim,4.333333333333333
Active Life,Saint-Laurent,4.333333333333333
Active Life,Scottsdale,4.315436241610739
Active Life,Cleveland Heights,4.3125
Active Life,Middleton,4.3
Active Life,Lakewood,4.294117647058823
Active Life,Verona,4.25
Active Life,Carefree,4.25
Active Life,Sewickley,4.25
Active Life,Bay Village,4.25
Active Life,Monona,4.25
Active Life,Macedonia,4.25
Active Life,Woodmere,4.25
Active Life,Mayfield Heights,4.25
Active Life,Brook Park,4.25
Active Life,las vegas,4.25
Active Life,Middleburg Hts,4.25
Active Life,Tempe,4.239130434782608
Active Life,Henderson,4.2326530612244895
Active Life,Murrysville,4.214285714285714
Active Life,Twinsburg,4.2
Active Life,Allison Park,4.2
Active Life,Las Vegas,4.197831978319783
Active Life,Strongsville,4.181818181818182
Active Life,Litchfield Park,4.181818181818182
Active Life,Beachwood,4.178571428571429
Active Life,Goodyear,4.175675675675675
Active Life,Filderstadt,4.166666666666667
Active Life,Coraopolis,4.166666666666667
Active Life,Leonberg,4.166666666666667
Active Life,Gilbert,4.155172413793103
Active Life,Cave Creek,4.148148148148148
Active Life,Gastonia,4.142857142857143
Active Life,Charlotte,4.137770897832818
Active Life,Phoenix,4.13671875
Active Life,Madison,4.136029411764706
Active Life,Middleburg Heights,4.125
Active Life,Sun City,4.125
Active Life,Chandler,4.125
Active Life,Pittsburgh,4.117283950617284
Active Life,Fairview Park,4.1
Active Life,Carnegie,4.1
Active Life,Berea,4.1
Active Life,Kent,4.0625
Active Life,Peoria,4.047058823529412
Active Life,Surprise,4.044117647058823
Active Life,Urbana,4.023809523809524
Active Life,Edinburgh,4.019607843137255
Active Life,North Las Vegas,4.019607843137255
Active Life,Cleveland,4.013513513513513
Active Life,Boston Heights,4.0
Active Life,Independence,4.0
Active Life,Aspinwall,4.0
Active Life,Parma Heights,4.0
Active Life,Hemmingen,4.0
Active Life,Montréal,4.0
Active Life,Berry,4.0
Active Life,Fort McDowell,4.0
Active Life,Lagrange,4.0
Active Life,Claremont,4.0
Active Life,Mount Holly,4.0
Active Life,McKeesport,4.0
Active Life,Painesville,4.0
Active Life,Midlothian,4.0
Active Life,Oregon,4.0
Active Life,Summerlin South,4.0
Active Life,Oka,4.0
Active Life,Maple Heights,4.0
Active Life,Stoughton,4.0
