category,city,stars
Coffee & Tea,Chandler,3.7615384615384615
Coffee & Tea,Mesa,3.76
Coffee & Tea,Mahomet,3.75
Coffee & Tea,Unionville,3.75
Coffee & Tea,Cleveland Heights,3.75
Coffee & Tea,North Olmsted,3.75
Coffee & Tea,University Heights,3.75
Coffee & Tea,East York,3.75
Coffee & Tea,South Euclid,3.75
Coffee & Tea,Fountain Hills,3.75
Coffee & Tea,Carefree,3.75
Coffee & Tea,Amherst,3.75
Coffee & Tea,Stouffville,3.75
Coffee & Tea,Goodyear,3.7333333333333334
Coffee & Tea,Pickering,3.7222222222222223
Coffee & Tea,Esslingen,3.7222222222222223
Coffee & Tea,Westmount,3.7222222222222223
Coffee & Tea,Mentor,3.7222222222222223
Coffee & Tea,Lakewood,3.7142857142857144
Coffee & Tea,Charlotte,3.7025316455696204
Coffee & Tea,Harrisburg,3.7
Coffee & Tea,Pineville,3.7
Coffee & Tea,Phoenix,3.695723684210526
Coffee & Tea,Surprise,3.6944444444444446
Coffee & Tea,Middleton,3.6875
Coffee & Tea,Henderson,3.6785714285714284
Coffee & Tea,Tempe,3.6785714285714284
Coffee & Tea,Oakville,3.6774193548387095
Coffee & Tea,Brecksville,3.6666666666666665
Coffee & Tea,Mayfield Heights,3.6666666666666665
Coffee & Tea,Sun Prairie,3.6666666666666665
Coffee & Tea,Waxhaw,3.6666666666666665
Coffee & Tea,Westlake,3.6666666666666665
Coffee & Tea,Brunswick,3.6666666666666665
Coffee & Tea,Toronto,3.628846153846154
Coffee & Tea,Beachwood,3.625
Coffee & Tea,Gilbert,3.625
Coffee & Tea,Ajax,3.625
Coffee & Tea,Chagrin Falls,3.6
Coffee & Tea,Avondale,3.590909090909091
Coffee & Tea,North Las Vegas,3.5625
Coffee & Tea,Peoria,3.53125
Coffee & Tea,Etobicoke,3.52
Coffee & Tea,Champaign,3.519230769230769
Coffee & Tea,Outremont,3.5
Coffee & Tea,Indian Land,3.5
Coffee & Tea,Bay Village,3.5
Coffee & Tea,Oakdale,3.5
Coffee & Tea,Georgetown,3.5
Coffee & Tea,Dorval,3.5
Coffee & Tea,Parma Heights,3.5
Coffee & Tea,Haddington,3.5
Coffee & Tea,Brook Park,3.5
Coffee & Tea,Homestead,3.5
Coffee & Tea,Bethel Park,3.5
Coffee & Tea,Juniper Green,3.5
Coffee & Tea,Trafford,3.5
Coffee & Tea,Gerlingen,3.5
Coffee & Tea,Moon,3.5
Coffee & Tea,Livingston,3.5
Coffee & Tea,Grafton,3.5
Coffee & Tea,Saint-Jerome,3.5
Coffee & Tea,Dalkeith,3.5
Coffee & Tea,Tallmadge,3.5
Coffee & Tea,Chesterland,3.5
Coffee & Tea,Glenrothes,3.5
Coffee & Tea,Laval,3.5
Coffee & Tea,Litchfield Park,3.5
Coffee & Tea,Coraopolis,3.5
Coffee & Tea,Inglewood,3.5
Coffee & Tea,Lachine,3.5
Coffee & Tea,Brampton,3.5
Coffee & Tea,Rosemere,3.5
Coffee & Tea,Independence,3.5
Coffee & Tea,Cuyahoga Falls,3.5
Coffee & Tea,Glendale,3.489795918367347
Coffee & Tea,Markham,3.478494623655914
Coffee & Tea,Montreal,3.473684210526316
Coffee & Tea,Las Vegas,3.4694570135746607
Coffee & Tea,Aurora,3.4166666666666665
Coffee & Tea,Woodbridge,3.375
Coffee & Tea,Concord,3.3666666666666667
Coffee & Tea,Thornhill,3.357142857142857
Coffee & Tea,Ludwigsburg,3.35
Coffee & Tea,Anthem,3.3333333333333335
Coffee & Tea,Avon,3.3333333333333335
Coffee & Tea,Broadview Heights,3.3333333333333335
Coffee & Tea,Wexford,3.3333333333333335
Coffee & Tea,Whitby,3.3333333333333335
Coffee & Tea,Belmont,3.3333333333333335
Coffee & Tea,Mississauga,3.329896907216495
Coffee & Tea,Matthews,3.3076923076923075
Coffee & Tea,Richmond Hill,3.282608695652174
Coffee & Tea,Gastonia,3.25
Coffee & Tea,Strongsville,3.25
Coffee & Tea,Steinenbronn,3.25
Coffee & Tea,Waiblingen,3.25
Coffee & Tea,South Queensferry,3.25
Coffee & Tea,Kannapolis,3.25
Coffee & Tea,Dollard-Des-Ormeaux,3.25
Coffee & Tea,York,3.25
Coffee & Tea,Vaughan,3.1710526315789473
Coffee & Tea,Murrysville,3.1666666666666665
Coffee & Tea,Filderstadt,3.1666666666666665
Coffee & Tea,North York,3.15625
Coffee & Tea,Urbana,3.1470588235294117
Coffee & Tea,Scarborough,3.1153846153846154
Coffee & Tea,North Ridgeville,3.0
Coffee & Tea,Solon,3.0
Coffee & Tea,Kornwestheim,3.0
Coffee & Tea,Tranent,3.0
Coffee & Tea,Richfield,3.0
Coffee & Tea,Laveen,3.0
Coffee & Tea,Straiton,3.0
Coffee & Tea,King City,3.0
Coffee & Tea,Central City Village,3.0
Coffee & Tea,Spring Valley,3.0
Coffee & Tea,Kleinburg,3.0
Coffee & Tea,Tega Cay,3.0
Coffee & Tea,Paradise,3.0
Coffee & Tea,Macedonia,3.0
Coffee & Tea,Enterprise,3.0
Coffee & Tea,McKeesport,3.0
Coffee & Tea,Leonberg,3.0
Coffee & Tea,Garfield Heights,3.0
Coffee & Tea,Brentwood,3.0
Coffee & Tea,Canonsburg,2.8333333333333335
Coffee & Tea,Middleburg Heights,2.8333333333333335
Coffee & Tea,Woodmere,2.75
Coffee & Tea,Tolleson,2.75
Coffee & Tea,Saint-Laurent,2.6666666666666665
Coffee & Tea,Mantua,2.5
Coffee & Tea,Euclid,2.5
Coffee & Tea,San Tan Valley,2.5
Coffee & Tea,City of Edinburgh,2.5
Coffee & Tea,Upper St Clair,2.0
Coffee & Tea,Lambton,2.0
Coffee & Tea,Crafton,2.0
Coffee & Tea,Mint Hill,1.5
Coffee & Tea,Gormley,1.5
Coffee & Tea,Stowe,1.5
Coffee & Tea Supplies,Edinburgh,4.625
Coffee & Tea Supplies,Scottsdale,4.5
Coffee & Tea Supplies,Markham,4.5
Coffee & Tea Supplies,Phoenix,4.0
Coffee & Tea Supplies,Stuttgart,3.7
Coffee & Tea Supplies,Toronto,3.0
Coffee & Tea Supplies,Las Vegas,2.75
Coffee Roasteries,Pickering,5.0
Coffee Roasteries,Boulder City,5.0
Coffee Roasteries,Cave Creek,5.0
Coffee Roasteries,Sun City,5.0
Coffee Roasteries,Brampton,5.0
Coffee Roasteries,Stuttgart,4.75
Coffee Roasteries,Las Vegas,4.75
Coffee Roasteries,Chandler,4.666666666666667
Coffee Roasteries,Richmond Hill,4.5
Coffee Roasteries,Phoenix,4.5
Coffee Roasteries,Saint-Sauveur,4.5
Coffee Roasteries,Tempe,4.5
Coffee Roasteries,Champaign,4.5
Coffee Roasteries,Montréal,4.5
Coffee Roasteries,Madison,4.5
Coffee Roasteries,Scottsdale,4.25
Coffee Roasteries,Pittsburgh,4.0
Coffee Roasteries,Gilbert,4.0
Coffee Roasteries,Henderson,4.0
Coffee Roasteries,Markham,4.0
Coffee Roasteries,Mississauga,4.0
Coffee Roasteries,Toronto,3.892857142857143
Coffee Roasteries,Edinburgh,3.75
Coffeeshops,Charlotte,4.0
Coffeeshops,Chandler,4.0
Coffeeshops,Pittsburgh,4.0
Coffeeshops,Las Vegas,2.892857142857143
College Counseling,Tempe,5.0
College Counseling,Phoenix,4.5
College Counseling,Scottsdale,4.0
College Counseling,Las Vegas,3.5
Colleges & Universities,Willoughby,5.0
Colleges & Universities,Pineville,5.0
Colleges & Universities,Belmont,5.0
Colleges & Universities,Etobicoke,4.5
Colleges & Universities,Berea,4.5
Colleges & Universities,Esslingen,4.5
Colleges & Universities,Goodyear,4.5
Colleges & Universities,Urbana,4.5
Colleges & Universities,Gilbert,4.5
Colleges & Universities,Middleton,4.5
Colleges & Universities,Kent,4.5
Colleges & Universities,Madison,4.333333333333333
Colleges & Universities,Stuttgart,4.3
Colleges & Universities,Champaign,4.25
Colleges & Universities,Glendale,4.166666666666667
Colleges & Universities,Chandler,4.0
Colleges & Universities,Cleveland,4.0
Colleges & Universities,Elyria,4.0
Colleges & Universities,Westmount,4.0
Colleges & Universities,Montreal,4.0
Colleges & Universities,University Heights,4.0
Colleges & Universities,Savoy,4.0
Colleges & Universities,Edinburgh,3.857142857142857
Colleges & Universities,Mesa,3.7142857142857144
Colleges & Universities,Charlotte,3.642857142857143
Colleges & Universities,Nellis AFB,3.5
Colleges & Universities,Mississauga,3.5
Colleges & Universities,Las Vegas,3.48
Colleges & Universities,Pittsburgh,3.375
Colleges & Universities,Toronto,3.35
Colleges & Universities,Tempe,3.35
Colleges & Universities,Scottsdale,3.0625
Colleges & Universities,Phoenix,3.019230769230769
Colleges & Universities,Montréal,3.0
Colleges & Universities,North Las Vegas,3.0
Colleges & Universities,Avondale,3.0
Colleges & Universities,Henderson,2.8
Colleges & Universities,North York,2.5
Colleges & Universities,Scarborough,2.5
Colleges & Universities,Chagrin Falls,2.0
Colleges & Universities,Highland Hills,2.0
Colombian,Stallings,5.0
Colombian,Scottsdale,5.0
Colombian,Aurora,5.0
Colombian,Madison,4.75
Colombian,Pittsburgh,4.5
Colombian,Mesa,4.5
Colombian,Fort Mill,4.5
Colombian,Indian Trail,4.5
Colombian,Fairview Park,4.5
Colombian,Lakewood,4.5
Colombian,Mississauga,4.166666666666667
Colombian,Las Vegas,4.0
Colombian,Montréal,3.9
Colombian,Toronto,3.875
Colombian,Cleveland,3.8333333333333335
Colombian,Charlotte,3.75
