category,city,stars
Auto Parts & Supplies,Brampton,4.75
Auto Parts & Supplies,Euclid,4.5
Auto Parts & Supplies,Waunakee,4.5
Auto Parts & Supplies,Allison Park,4.5
Auto Parts & Supplies,Tallmadge,4.5
Auto Parts & Supplies,Inverness,4.5
Auto Parts & Supplies,Macedonia,4.5
Auto Parts & Supplies,Boulder City,4.5
Auto Parts & Supplies,Guadalupe,4.5
Auto Parts & Supplies,Homestead,4.5
Auto Parts & Supplies,Cave Creek,4.5
Auto Parts & Supplies,El Mirage,4.5
Auto Parts & Supplies,Aurora,4.5
Auto Parts & Supplies,Anthem,4.25
Auto Parts & Supplies,Beachwood,4.25
Auto Parts & Supplies,Concord,4.222222222222222
Auto Parts & Supplies,Westlake,4.166666666666667
Auto Parts & Supplies,Avon,4.166666666666667
Auto Parts & Supplies,Sun City,4.0
Auto Parts & Supplies,Cleveland Heights,4.0
Auto Parts & Supplies,las vegas,4.0
Auto Parts & Supplies,Stoughton,4.0
Auto Parts & Supplies,Scottsdale,4.0
Auto Parts & Supplies,Rocky River,4.0
Auto Parts & Supplies,Coraopolis,4.0
Auto Parts & Supplies,Las Vegas East,4.0
Auto Parts & Supplies,Fairlawn,4.0
Auto Parts & Supplies,Parma,4.0
Auto Parts & Supplies,Lakewood,4.0
Auto Parts & Supplies,Etobicoke,4.0
Auto Parts & Supplies,Kannapolis,4.0
Auto Parts & Supplies,Litchfield Park,4.0
Auto Parts & Supplies,Monoroeville,4.0
Auto Parts & Supplies,Fairview Park,4.0
Auto Parts & Supplies,Wickliffe,4.0
Auto Parts & Supplies,Edinburgh,4.0
Auto Parts & Supplies,Whitchurch-Stouffville,4.0
Auto Parts & Supplies,Fountain Hills,4.0
Auto Parts & Supplies,Medina,4.0
Auto Parts & Supplies,Willoughby Hills,4.0
Auto Parts & Supplies,Twinsburg,4.0
Auto Parts & Supplies,Phoenix,3.963276836158192
Auto Parts & Supplies,Las Vegas,3.923076923076923
Auto Parts & Supplies,Gilbert,3.888888888888889
Auto Parts & Supplies,Tempe,3.8859649122807016
Auto Parts & Supplies,Mesa,3.817204301075269
Auto Parts & Supplies,Indian Trail,3.8
Auto Parts & Supplies,Henderson,3.7941176470588234
Auto Parts & Supplies,Peoria,3.7857142857142856
Auto Parts & Supplies,Glendale,3.772727272727273
Auto Parts & Supplies,Madison,3.75
Auto Parts & Supplies,Amherst,3.75
Auto Parts & Supplies,Streetsboro,3.75
Auto Parts & Supplies,North York,3.75
Auto Parts & Supplies,Pickering,3.75
Auto Parts & Supplies,Chandler,3.71875
Auto Parts & Supplies,Mentor,3.7142857142857144
Auto Parts & Supplies,North Las Vegas,3.7045454545454546
Auto Parts & Supplies,Richmond Hill,3.7
Auto Parts & Supplies,North Olmsted,3.7
Auto Parts & Supplies,Champaign,3.6785714285714284
Auto Parts & Supplies,Wexford,3.642857142857143
Auto Parts & Supplies,Avondale,3.625
Auto Parts & Supplies,Cleveland,3.6041666666666665
Auto Parts & Supplies,Charlotte,3.6016949152542375
Auto Parts & Supplies,Fort Mill,3.6
Auto Parts & Supplies,Pineville,3.5833333333333335
Auto Parts & Supplies,Laveen,3.5
Auto Parts & Supplies,Shaker Heights,3.5
Auto Parts & Supplies,Matthews,3.5
Auto Parts & Supplies,Urbana,3.5
Auto Parts & Supplies,Waxhaw,3.5
Auto Parts & Supplies,Robinson,3.5
Auto Parts & Supplies,Cuyahoga Falls,3.5
Auto Parts & Supplies,Bridgeville,3.5
Auto Parts & Supplies,Ajax,3.5
Auto Parts & Supplies,Savoy,3.5
Auto Parts & Supplies,Mayfield Heights,3.5
Auto Parts & Supplies,Fitchburg,3.5
Auto Parts & Supplies,Kent,3.5
Auto Parts & Supplies,Pleasant Hills,3.5
Auto Parts & Supplies,Tolleson,3.5
Auto Parts & Supplies,Surprise,3.4705882352941178
Auto Parts & Supplies,Markham,3.4166666666666665
Auto Parts & Supplies,Goodyear,3.375
Auto Parts & Supplies,Elyria,3.375
Auto Parts & Supplies,Bedford,3.3333333333333335
Auto Parts & Supplies,Gastonia,3.3125
Auto Parts & Supplies,Pittsburgh,3.265625
Auto Parts & Supplies,Middleton,3.25
Auto Parts & Supplies,North Huntingdon,3.25
Auto Parts & Supplies,Scarborough,3.2142857142857144
Auto Parts & Supplies,Toronto,3.2058823529411766
Auto Parts & Supplies,Strongsville,3.2
Auto Parts & Supplies,Bethel Park,3.1666666666666665
Auto Parts & Supplies,Stuttgart,3.125
Auto Parts & Supplies,Woodbridge,3.125
Auto Parts & Supplies,Mississauga,3.1
Auto Parts & Supplies,Huntersville,3.0833333333333335
Auto Parts & Supplies,Cleveland Hts,3.0
Auto Parts & Supplies,Middleburg Heights,3.0
Auto Parts & Supplies,Belmont,3.0
Auto Parts & Supplies,Copley,3.0
Auto Parts & Supplies,Broadview Heights,3.0
Auto Parts & Supplies,McMurray,3.0
Auto Parts & Supplies,Georgetown,3.0
Auto Parts & Supplies,Crafton,3.0
Auto Parts & Supplies,Oakville,3.0
Auto Parts & Supplies,Willoughby,3.0
Auto Parts & Supplies,Monroeville,2.9545454545454546
Auto Parts & Supplies,Vaughan,2.8333333333333335
Auto Parts & Supplies,Solon,2.75
Auto Parts & Supplies,Moon Township,2.5
Auto Parts & Supplies,WICKLIFFE,2.5
Auto Parts & Supplies,Cornelius,2.5
Auto Parts & Supplies,Sindelfingen,2.5
Auto Parts & Supplies,West Mifflin,2.5
Auto Parts & Supplies,Montréal,2.5
Auto Parts & Supplies,Paradise Valley,2.5
Auto Parts & Supplies,Stow,2.5
Auto Parts & Supplies,Independence,2.25
Auto Parts & Supplies,New Kensington,2.25
Auto Parts & Supplies,Irwin,2.25
Auto Parts & Supplies,Thornhill,2.25
Auto Parts & Supplies,Brunswick,2.0
Auto Parts & Supplies,Ludwigsburg,2.0
Auto Parts & Supplies,Etna,1.5
Auto Parts & Supplies,Nellis Afb,1.5
Auto Parts & Supplies,Painesville,1.0
Auto Repair,Burton,5.0
Auto Repair,Ambridge,5.0
Auto Repair,St. Joseph,5.0
Auto Repair,Edgeworth,5.0
Auto Repair,Monreoville,5.0
Auto Repair,De Forest,5.0
Auto Repair,Warrensville,5.0
Auto Repair,Davidson,5.0
Auto Repair,McKeesport,5.0
Auto Repair,Stallings,5.0
Auto Repair,McKees Rocks,5.0
Auto Repair,East Pittsburgh,5.0
Auto Repair,Arlington,5.0
Auto Repair,Ogden,5.0
Auto Repair,South Euclid,5.0
Auto Repair,West View,5.0
Auto Repair,Independence,5.0
Auto Repair,Youngtown,5.0
Auto Repair,Stanley,5.0
Auto Repair,Mc Farland,4.75
Auto Repair,Boulder City,4.7
Auto Repair,Stouffville,4.5
Auto Repair,Richmond Heights,4.5
Auto Repair,Fellbach,4.5
Auto Repair,Tallmadge,4.5
Auto Repair,Guadalupe,4.5
Auto Repair,Waunakee,4.5
Auto Repair,Sheffield Village,4.5
Auto Repair,Imperial,4.5
Auto Repair,Oregon,4.5
Auto Repair,Mentor On the,4.5
Auto Repair,LaSalle,4.5
Auto Repair,Wickliffe,4.5
Auto Repair,North Royalton,4.5
Auto Repair,Fairview,4.5
Auto Repair,Aurora,4.333333333333333
Auto Repair,Fountain Hills,4.3
Auto Repair,Chagrin Falls,4.25
Auto Repair,Cave Creek,4.25
Auto Repair,Mint Hill,4.25
Auto Repair,Verona,4.2
Auto Repair,Beachwood,4.166666666666667
Auto Repair,Hudson,4.166666666666667
Auto Repair,Fitchburg,4.125
Auto Repair,El Mirage,4.125
Auto Repair,Tempe,4.117469879518072
Auto Repair,Scottsdale,4.115384615384615
Auto Repair,Etobicoke,4.066666666666666
Auto Repair,Phoenix,4.05268022181146
Auto Repair,Sun City,4.05
Auto Repair,West Homestead,4.0
Auto Repair,Whitchurch-Stouffville,4.0
Auto Repair,N. OLMSTED,4.0
Auto Repair,Ingram,4.0
Auto Repair,Northfield,4.0
Auto Repair,Upper St. Clair,4.0
Auto Repair,East York,4.0
Auto Repair,Lake Wylie,4.0
Auto Repair,Mayfield Hts,4.0
Auto Repair,Parma Heights,4.0
Auto Repair,Indian Land,4.0
Auto Repair,N. Randall,4.0
Auto Repair,Edinburgh,4.0
Auto Repair,Aspinwall,4.0
Auto Repair,Berea,4.0
Auto Repair,Litchfield Park,4.0
Auto Repair,Cleveland,4.0
Auto Repair,Monoroeville,4.0
Auto Repair,Reminderville,4.0
Auto Repair,Mt. Lebanon,4.0
Auto Repair,Schönaich,4.0
Auto Repair,Chesterland,4.0
Auto Repair,Montreal,4.0
