category,city,stars
Southern,Montréal,3.9
Southern,Mississauga,3.875
Southern,Gastonia,3.875
Southern,Henderson,3.8333333333333335
Southern,Scottsdale,3.75
Southern,Madison,3.75
Southern,Dallas,3.75
Southern,Toronto,3.7037037037037037
Southern,Tempe,3.7
Southern,Phoenix,3.6875
Southern,Chandler,3.6666666666666665
Southern,Charlotte,3.6479591836734695
Southern,Gilbert,3.625
Southern,Mesa,3.625
Southern,Cleveland,3.55
Southern,Coraopolis,3.5
Southern,Elyria,3.5
Southern,Cleveland Heights,3.5
Southern,McMurray,3.5
Southern,Willoughby,3.5
Southern,Sheffield Village,3.5
Southern,Whitchurch-Stouffville,3.5
Southern,Huntersville,3.5
Southern,Lowell,3.5
Southern,Beachwood,3.5
Southern,Cornelius,3.5
Southern,Matthews,3.5
Southern,Indian Land,3.5
Southern,Las Vegas,3.4555555555555557
Southern,Concord,3.357142857142857
Southern,Glendale,3.3333333333333335
Southern,Pittsburgh,3.3
Southern,Champaign,3.3
Southern,Peoria,3.25
Southern,Fort Mill,3.1666666666666665
Southern,Copley,3.0
Southern,Avon,3.0
Southern,Homestead,3.0
Southern,North York,3.0
Southern,Moon,3.0
Southern,Cuyahoga Falls,3.0
Southern,Brooklyn,3.0
Southern,Pickering,3.0
Southern,Lake Park,2.5
Southern,Mentor,2.5
Southern,Harrisburg,2.0
Southern,Indian Trail,1.5
Souvenir Shops,Chandler,5.0
Souvenir Shops,Stuttgart,4.75
Souvenir Shops,Scottsdale,4.5
Souvenir Shops,Pittsburgh,4.5
Souvenir Shops,Phoenix,4.5
Souvenir Shops,Charlotte,4.0
Souvenir Shops,Mesa,4.0
Souvenir Shops,Las Vegas,3.8863636363636362
Souvenir Shops,Edinburgh,3.5833333333333335
Souvenir Shops,Inverness,3.5
Souvenir Shops,Champaign,3.0
Souvenir Shops,Gilbert,3.0
Souvenir Shops,Boulder City,2.0
Spanish,Peoria,5.0
Spanish,Old Town,5.0
Spanish,Vaughan,5.0
Spanish,Matthews,5.0
Spanish,Indian Trail,4.5
Spanish,Berea,4.5
Spanish,Lorain,4.5
Spanish,Brecksville,4.5
Spanish,Westlake,4.25
Spanish,Montréal,4.025
Spanish,Mississauga,4.0
Spanish,Newmarket,4.0
Spanish,Kirkland,4.0
Spanish,Carefree,4.0
Spanish,Brampton,4.0
Spanish,Northfield,4.0
Spanish,Edinburgh,3.9210526315789473
Spanish,Phoenix,3.9
Spanish,Las Vegas,3.8636363636363638
Spanish,Henderson,3.8333333333333335
Spanish,Charlotte,3.7666666666666666
Spanish,Cleveland,3.75
Spanish,Stuttgart,3.75
Spanish,Toronto,3.75
Spanish,Scottsdale,3.6666666666666665
Spanish,Pittsburgh,3.625
Spanish,Leinfelden-Echterdingen,3.5
Spanish,Inverness,3.5
Spanish,Paradise Valley,3.5
Spanish,Cleveland Heights,3.5
Spanish,Willoughby,3.5
Spanish,Westmount,3.5
Spanish,Markham,3.5
Spanish,Madison,3.5
Spanish,Middleton,3.5
Spanish,Oakville,3.5
Spanish,Champaign,3.25
Spanish,Pepper Pike,3.0
Spanish,Tempe,3.0
Spanish,McMurray,3.0
Spanish,Etobicoke,3.0
Spanish,Verona,3.0
Spanish,Kornwestheim,3.0
Spanish,Glendale,2.5
Spanish,Waiblingen,2.5
Spanish,Woodbridge,2.0
Speakeasies,Scottsdale,5.0
Speakeasies,Las Vegas,4.5
Speakeasies,Cleveland Heights,4.5
Speakeasies,Sun City,4.5
Speakeasies,Montréal,3.6666666666666665
Speakeasies,Pittsburgh,3.5
Speakeasies,Charlotte,3.5
Speakeasies,Downtown,3.5
Speakeasies,Sewickley,3.0
Speakeasies,Carefree,3.0
Speakeasies,Toronto,2.5
Speakeasies,Cleveland,2.0
Special Education,Glendale,5.0
Special Education,LaSalle,5.0
Special Education,Peoria,5.0
Special Education,Gilbert,4.75
Special Education,Edinburgh,4.5
Special Education,Pittsburgh,4.5
Special Education,Scottsdale,4.428571428571429
Special Education,Tempe,4.25
Special Education,Phoenix,4.0625
Special Education,Concord,4.0
Special Education,Las Vegas,3.7083333333333335
Special Education,Toronto,3.6
Special Education,Mesa,3.5
Special Education,Brampton,3.5
Special Education,Cornelius,3.5
Special Education,Mississauga,3.0
Special Education,Etobicoke,3.0
Special Education,Henderson,3.0
Special Education,Scarborough,2.5
Specialty Food,Old Town,5.0
Specialty Food,Lachine,5.0
Specialty Food,Morriston,5.0
Specialty Food,Cross Plains,5.0
Specialty Food,Laveen,5.0
Specialty Food,Elizabeth,5.0
Specialty Food,Delson,5.0
Specialty Food,Eastlake,5.0
Specialty Food,Carefree,5.0
Specialty Food,Burton,5.0
Specialty Food,Elyria,5.0
Specialty Food,Noyan,5.0
Specialty Food,N Las Vegas,5.0
Specialty Food,Maple Heights,5.0
Specialty Food,Homer,5.0
Specialty Food,Sun Prairie,5.0
Specialty Food,Hiram,5.0
Specialty Food,Whitchurch-Stouffville,5.0
Specialty Food,Waxhaw,4.75
Specialty Food,Sun City,4.75
Specialty Food,Carnegie,4.666666666666667
Specialty Food,Lasalle,4.666666666666667
Specialty Food,Mount Horeb,4.625
Specialty Food,North Versailles,4.5
Specialty Food,Ostfildern,4.5
Specialty Food,Robinson Township,4.5
Specialty Food,Willowick,4.5
Specialty Food,Musselburgh,4.5
Specialty Food,North Randall,4.5
Specialty Food,Aspinwall,4.5
Specialty Food,La Salle,4.5
Specialty Food,Avon Lake,4.5
Specialty Food,Oka,4.5
Specialty Food,Remseck am Neckar,4.5
Specialty Food,West Homestead,4.5
Specialty Food,Cottage Grove,4.5
Specialty Food,Verdun,4.5
Specialty Food,Terrebonne,4.5
Specialty Food,Mount Albert,4.5
Specialty Food,Black Earth,4.5
Specialty Food,Garfield Heights,4.5
Specialty Food,Kernen im Remstal,4.5
Specialty Food,Cote Saint-Luc,4.5
Specialty Food,Gibsonia,4.5
Specialty Food,Saint-Leonard,4.5
Specialty Food,Middlefield,4.5
Specialty Food,Boucherville,4.5
Specialty Food,Saint-Sauveur,4.5
Specialty Food,Verona,4.5
Specialty Food,Windsor,4.5
Specialty Food,Bainbridge,4.5
Specialty Food,Firth of Forth,4.5
Specialty Food,Copley,4.5
Specialty Food,Fithian,4.5
Specialty Food,Avon,4.5
Specialty Food,MESA,4.5
Specialty Food,Highland Heights,4.5
Specialty Food,Mercier,4.5
Specialty Food,Glenndale,4.5
Specialty Food,Dalgety Bay,4.5
Specialty Food,Pineville,4.5
Specialty Food,Hudson,4.4
Specialty Food,East York,4.375
Specialty Food,Fort Mill,4.35
Specialty Food,Amherst,4.333333333333333
Specialty Food,Indian Trail,4.333333333333333
Specialty Food,Fairview,4.333333333333333
Specialty Food,Lorain,4.333333333333333
Specialty Food,Chagrin Falls,4.333333333333333
