city,category,sum(review_count)
Charlotte,Limos,75
Charlotte,Pressure Washers,68
Charlotte,Burgers,9992
Charlotte,Bakeries,5496
Charlotte,Fire Protection Services,3
Charlotte,RV Rental,4
Charlotte,Laser Hair Removal,141
Charlotte,Video Game Stores,37
Charlotte,Gyms,1128
Charlotte,Fondue,186
Charlotte,Used Bookstore,33
Charlotte,Knitting Supplies,63
Charlotte,Financial Advising,13
Charlotte,Beer Bar,1057
Charlotte,Motorcycle Repair,45
Charlotte,Piercing,216
Charlotte,Teeth Whitening,3
Charlotte,Pubs,4862
Charlotte,Cafes,4795
Charlotte,Roofing,38
Charlotte,Endocrinologists,3
Charlotte,Diving,11
Charlotte,Prosthetics,3
Charlotte,Sports Bars,6303
Charlotte,Hobby Shops,161
Charlotte,Museums,593
Charlotte,Whiskey Bars,768
Charlotte,Health Retreats,6
Charlotte,Chinese,4917
Charlotte,Antiques,202
Charlotte,Town Car Service,9
Charlotte,Jazz & Blues,755
Charlotte,Plumbing,260
Charlotte,Threading Services,167
Charlotte,Salad,5162
Charlotte,Coffee & Tea,6803
Charlotte,Home Window Tinting,84
Charlotte,Comedy Clubs,101
Charlotte,General Festivals,18
Charlotte,Tires,932
Charlotte,Breakfast & Brunch,18082
Charlotte,Dog Walkers,215
Charlotte,Orthodontists,151
Charlotte,Diagnostic Imaging,6
Charlotte,Botanical Gardens,35
Charlotte,Air Duct Cleaning,13
Charlotte,Mortgage Brokers,360
Charlotte,Fashion,3202
Charlotte,Signmaking,77
Charlotte,Appliances & Repair,212
Charlotte,Medical Supplies,28
Charlotte,Window Washing,50
Charlotte,Wine Tasting Room,11
Charlotte,Hair Stylists,892
Charlotte,Gardeners,29
Charlotte,Professional Services,956
Charlotte,Pediatricians,40
Charlotte,Bus Tours,25
Charlotte,Gelato,474
Charlotte,Travel Services,241
Charlotte,Medical Transportation,3
Charlotte,Public Services & Government,563
Charlotte,Hiking,352
Charlotte,Wholesalers,6
Charlotte,Furniture Stores,903
Charlotte,Beer,5921
Charlotte,Blow Dry/Out Services,221
Charlotte,Commercial Real Estate,14
Charlotte,Recording & Rehearsal Studios,3
Charlotte,Wedding Planning,119
Charlotte,Damage Restoration,56
Charlotte,Phlebologists,20
Charlotte,Nurseries & Gardening,246
Charlotte,Burmese,34
Charlotte,Shoe Stores,558
Charlotte,Truck Rental,180
Charlotte,Speakeasies,3
Charlotte,Music Production Services,3
Charlotte,Furniture Reupholstery,51
Charlotte,Laundry Services,163
Charlotte,Gymnastics,16
Charlotte,Personal Assistants,4
Charlotte,Colleges & Universities,54
Charlotte,Education,956
Charlotte,British,487
Charlotte,Pediatric Dentists,205
Charlotte,Party Supplies,116
Charlotte,Peruvian,1346
Charlotte,Tennis,50
Charlotte,Historical Tours,23
Charlotte,Pet Hospice,9
Charlotte,Pool & Billiards,23
Charlotte,Skate Shops,3
Charlotte,Employment Law,4
Charlotte,Mediterranean,4087
Charlotte,Delis,3194
Charlotte,Food Stands,159
Charlotte,Event Photography,55
Charlotte,Walking Tours,23
Charlotte,Blood & Plasma Donation Centers,29
Charlotte,Septic Services,34
Charlotte,Karaoke,146
Charlotte,Ethnic Food,1489
Charlotte,Swimming Lessons/Schools,45
Charlotte,Interior Design,113
Charlotte,Optometrists,516
Charlotte,Specialty Schools,522
Charlotte,Distilleries,72
Charlotte,Cinema,1287
Charlotte,Used,391
Charlotte,Pilates,163
Charlotte,Summer Camps,183
Charlotte,Payroll Services,3
Charlotte,Valet Services,24
Charlotte,American (New),24176
Charlotte,Pizza,11349
Charlotte,Roadside Assistance,23
Charlotte,Lighting Fixtures & Equipment,60
Charlotte,Food Tours,25
Charlotte,Kickboxing,22
Charlotte,Scandinavian,146
Charlotte,Videos & Video Game Rental,136
Charlotte,Pool & Hot Tub Service,8
Charlotte,Door Sales/Installation,12
Charlotte,Laundromat,20
Charlotte,Session Photography,79
Charlotte,Bike Repair/Maintenance,161
Charlotte,Maternity Wear,38
Charlotte,Windows Installation,50
Charlotte,Tuscan,3
Charlotte,Convenience Stores,645
Charlotte,Customized Merchandise,15
Charlotte,Chiropractors,196
Charlotte,Barre Classes,230
Charlotte,Russian,19
Charlotte,Hawaiian,118
Charlotte,Reiki,132
Charlotte,Local Services,3920
Charlotte,Turkish,144
Charlotte,Gun/Rifle Ranges,84
Charlotte,Home Staging,35
Charlotte,Car Wash,405
Charlotte,Chimney Sweeps,13
Charlotte,Noodles,682
Charlotte,Chocolatiers & Shops,345
Charlotte,Used Car Dealers,37
Charlotte,Buffets,1261
Charlotte,Irish Pub,362
Charlotte,Cheesesteaks,540
Charlotte,Flooring,114
Charlotte,Vape Shops,123
Charlotte,Yoga,859
Charlotte,Windshield Installation & Repair,82
Charlotte,Driving Schools,13
Charlotte,Home Theatre Installation,55
Charlotte,Arts & Entertainment,7423
Charlotte,Cheese Shops,126
Charlotte,Boxing,59
Charlotte,Colombian,164
Charlotte,Auto Repair,2298
Charlotte,Desserts,4357
Charlotte,Landmarks & Historical Buildings,71
Charlotte,Movers,367
Charlotte,Carpeting,71
Charlotte,Elementary Schools,18
Charlotte,Soup,898
Charlotte,Gay Bars,115
Charlotte,Pool Cleaners,4
Charlotte,Middle Eastern,1289
Charlotte,Golf Lessons,17
Charlotte,Real Estate Law,12
Charlotte,Irish,967
Charlotte,Vegan,1402
Charlotte,Advertising,39
Charlotte,Music & DVDs,201
Charlotte,Cosmetology Schools,183
Charlotte,Bike Sharing,6
Charlotte,Fishing,9
Charlotte,Aquarium Services,17
Charlotte,Piano Services,6
Charlotte,Installment Loans,26
Charlotte,Japanese,5094
Charlotte,Sports Wear,284
Charlotte,Men's Hair Salons,432
Charlotte,African,66
Charlotte,Go Karts,28
Charlotte,Leather Goods,33
Charlotte,Pakistani,1038
Charlotte,Lingerie,38
Charlotte,Tiling,19
Charlotte,Tax Services,28
Charlotte,Dominican,119
Charlotte,Sugaring,57
Charlotte,Home Services,4191
Charlotte,Cuban,506
Charlotte,Do-It-Yourself Food,369
Charlotte,Venezuelan,42
Charlotte,Falafel,63
Charlotte,Dance Studios,88
Charlotte,Data Recovery,22
Charlotte,Emergency Rooms,8
Charlotte,Airports,1663
Charlotte,Battery Stores,24
